CustomerID,CompanyName,AverageLogins,AverageActiveUsers,AverageSessionMinutes
C1061,"Isha Gupta Group",14.0000,8.31578947368421,271.32631578947365
C1374,"Ananya Joshi Industries",14.0000,6.846153846153846,218.56153846153848
C1380,"Ishaan Reddy Labs",14.0000,8,148.82857142857142
C1379,"Pooja Rao Labs",13.9091,8.272727272727273,251.09999999999994
C1111,"Priya Khan Industries",13.8571,8.142857142857142,293.65714285714284
C1137,"Arun Verma Labs",13.7500,7.75,170.825
C1249,"Ananya Singh Solutions",13.6667,7.0476190476190474,251.1428571428572
C1314,"Isha Joshi Industries",13.6667,7.541666666666667,263.8583333333333
C1085,"Aditya Reddy Group",13.6250,7.5,158.63750000000002
C1010,"Tara Iyer Labs",13.5000,5.5,167.43333333333334
C1320,"Vihaan Nair Labs",13.5000,7.875,129.6625
C1394,"Sai Menon Group",13.4500,7.15,228.26500000000004
C1233,"Deepak Patel Labs",13.4000,6.6,267.24
C1108,"Saanvi Joshi Systems",13.2917,8.125,248.1
C1217,"Sai Iyer Industries",13.2500,7.916666666666667,181.57500000000002
C1222,"Aarav Verma Labs",13.2500,8.75,253.325
C1021,"Vivaan Singh Systems",13.2000,7.4,246.51500000000001
C1126,"Sneha Iyer Group",13.2000,8.733333333333333,268.49333333333334
C1093,"Aarav Joshi Technologies",13.1500,7.95,284.41
C1082,"Aadhya Nair Systems",13.1429,5.857142857142857,284.87142857142857
C1248,"Farhan Bose Solutions",13.1111,8.666666666666666,228.13333333333333
C1044,"Krishna Bose Solutions",13.0000,6.833333333333333,180.86666666666665
C1397,"Divya Reddy Group",13.0000,8,317.7
C1402,"Rohan Reddy Industries",13.0000,10,74.1
C1414,"Zoya Joshi Solutions",13.0000,7.166666666666667,176.26666666666665
C1180,"Rahul Menon Labs",12.9091,8.545454545454545,181.08181818181822
C1123,"Vihaan Joshi Solutions",12.8750,8,280.72499999999997
C1067,"Tara Khan Group",12.6364,7.545454545454546,214.62727272727273
C1174,"Vivaan Verma Systems",12.6000,5.6,187.14
C1159,"Deepak Bose Systems",12.5000,6.5,238.20000000000002
C1250,"Sai Rao Industries",12.4167,6.166666666666667,253.6833333333334
C1410,"Isha Khan Technologies",12.4000,7.4,167.14000000000001
C1362,"Aditya Patel Solutions",12.3636,6.181818181818182,263.8727272727273
C1147,"Vivaan Khan Technologies",12.3571,6.071428571428571,285.2142857142857
C1170,"Diya Verma Industries",12.3333,7.666666666666667,152.11666666666667
C1112,"Aarav Singh Labs",12.3125,7.1875,131.1
C1142,"Kavya Reddy Technologies",12.2727,6.863636363636363,264.69545454545454
C1364,"Aarav Bose Labs",12.2308,6,229.8846153846154
C1009,"Rohan Patel Technologies",12.2222,6.444444444444445,276.3
C1125,"Kiara Verma Systems",12.2143,6.928571428571429,138.44285714285712
C1384,"Arjun Joshi Technologies",12.2000,7.4,291.03999999999996
C1079,"Arun Rao Industries",12.1667,7.166666666666667,218.1
C1076,"Arun Khan Labs",12.1250,5.75,149.57500000000002
C1176,"Sneha Khan Technologies",12.0000,5.8,159.62
C1203,"Saanvi Reddy Industries",12.0000,7.333333333333333,273.6666666666667
C1232,"Rohan Bose Systems",12.0000,7,360.0333333333333
C1395,"Deepak Patel Labs",12.0000,7.5,257.7
C1241,"Rohan Iyer Group",11.8235,6.9411764705882355,169.23529411764707
C1319,"Divya Bose Group",11.8000,6.4,224.4
C1296,"Saanvi Khan Group",11.7391,7.260869565217392,240.5782608695652
C1139,"Arjun Menon Group",11.7222,6,275.17777777777775
C1327,"Nikita Menon Group",11.7083,7.5,287.8125
C1003,"Zoya Das Systems",11.6875,7.25,295.88750000000005
C1322,"Arjun Khan Systems",11.6875,6.4375,222.25000000000003
C1110,"Tara Sharma Solutions",11.6667,6.166666666666667,300.6333333333334
C1321,"Nikita Sharma Group",11.6000,6.8,256.34
C1052,"Aadhya Reddy Labs",11.5000,7.375,266.4875
C1172,"Reyansh Menon Industries",11.5000,5,104.95
C1389,"Meera Sharma Industries",11.4167,5.5,206.64166666666668
C1103,"Pooja Menon Group",11.3889,7.055555555555555,251.9666666666667
C1135,"Nikita Menon Solutions",11.3571,6.785714285714286,233.98571428571432
C1220,"Diya Rao Solutions",11.3478,6.478260869565218,256.26086956521743
C1195,"Aman Gupta Labs",11.2000,6,233.44499999999994
C1358,"Diya Das Systems",11.1875,5.75,155.23125000000002
C1333,"Aditya Nair Systems",11.1429,6.285714285714286,151.21428571428572
C1276,"Myra Reddy Industries",11.0000,6.2,196.12
C1282,"Nikita Menon Solutions",11.0000,7,297.4
C1028,"Ananya Gupta Solutions",10.8421,6.473684210526316,158.3
C1388,"Sai Bose Group",10.7895,5.526315789473684,236.1157894736842
C1275,"Nikita Verma Technologies",10.6923,7,190.4153846153846
C1049,"Farhan Gupta Labs",10.6667,6,228.63333333333335
C1400,"Arjun Bose Solutions",10.6667,7,297.3
C1185,"Zoya Rao Labs",10.6000,5.4,203.24
C1194,"Zoya Bose Group",10.5000,6.2,155.54999999999998
C1200,"Kavya Rao Industries",10.5000,3.5,223.95
C1033,"Arun Sharma Industries",10.4286,6.642857142857143,266.45
C1247,"Karthik Sharma Technologies",10.4000,6.4,321.36
C1274,"Aadhya Khan Systems",10.3333,3,212.80000000000004
C1005,"Tara Joshi Systems",10.2308,4.6923076923076925,161.69230769230774
C1256,"Sai Gupta Technologies",10.2000,5.3,267.56
C1377,"Zoya Bose Technologies",10.1667,4.666666666666667,153.08333333333331
C1107,"Isha Nair Technologies",10.0769,5.230769230769231,128.42307692307693
C1225,"Diya Patel Industries",10.0588,6.117647058823529,212.33529411764704
C1260,"Meera Iyer Technologies",10.0526,5.315789473684211,265.69473684210527
C1160,"Ishaan Singh Group",10.0000,4,228.8
C1036,"Krishna Sharma Solutions",9.8824,6,232.74117647058821
C1239,"Pooja Nair Solutions",9.7500,4,188.325
C1212,"Sai Verma Solutions",9.7368,5.578947368421052,260.9263157894737
C1357,"Saanvi Menon Labs",9.7083,5.583333333333333,248.15833333333333
C1404,"Rahul Nair Labs",9.7000,6.2,280.01
C1302,"Ishaan Singh Industries",9.6250,6.25,228.1875
C1043,"Aadhya Khan Systems",9.6111,5.5,183.3444444444444
C1328,"Karthik Nair Labs",9.5833,6,188.02499999999998
C1396,"Sai Joshi Systems",9.5714,4.428571428571429,177.64285714285714
C1197,"Sanjay Menon Industries",9.5556,5.444444444444445,272.84444444444443
C1331,"Krishna Bose Industries",9.5294,5.117647058823529,164.63529411764705
C1352,"Aditya Patel Industries",9.5000,6,261.96999999999997
C1001,"Ishaan Joshi Systems",9.2500,4.5,140.08749999999998
C1050,"Arun Khan Solutions",9.1818,4.636363636363637,203.86363636363637
C1184,"Meera Verma Group",9.1429,4.714285714285714,253.34761904761902
C1158,"Farhan Nair Labs",9.1364,4.409090909090909,231.14545454545453
C1105,"Riya Gupta Labs",9.0833,5,255.6291666666667
C1035,"Arjun Gupta Industries",9.0000,5.105263157894737,284.24210526315784
C1058,"Riya Das Labs",9.0000,4.6,144.8
C1140,"Aarav Nair Systems",9.0000,3.75,195.425
C1310,"Riya Das Technologies",9.0000,4,252.06
C1073,"Vivaan Menon Group",8.8235,5.0588235294117645,276.40588235294115
C1064,"Riya Sharma Technologies",8.8000,3.9,254.6
C1173,"Kiara Bose Labs",8.7500,5,142.85
C1045,"Kavya Verma Solutions",8.7143,4.285714285714286,241.20000000000002
C1018,"Myra Khan Systems",8.7000,5.3,275.9599999999999
C1098,"Myra Nair Systems",8.6667,4.222222222222222,284.41111111111115
C1355,"Nikita Reddy Technologies",8.6667,4,214.23333333333332
C1339,"Nikita Iyer Group",8.6522,5.086956521739131,235.98695652173913
C1041,"Sanjay Khan Systems",8.5385,4.3076923076923075,243.34615384615384
C1156,"Diya Sharma Technologies",8.5000,4.6,297.44
C1213,"Nikita Verma Labs",8.5000,6.5,217.65
C1040,"Reyansh Nair Labs",8.3636,4.545454545454546,231.4181818181818
C1415,"Sneha Rao Group",8.3636,4.636363636363637,226.70000000000002
C1370,"Arun Joshi Group",8.3571,4,241.12142857142854
C1306,"Ananya Nair Systems",8.2857,3.5714285714285716,259.95714285714286
C1356,"Divya Joshi Industries",8.2727,4.636363636363637,242.3272727272727
C1004,"Diya Joshi Labs",8.2000,4.2,252.99999999999994
C1399,"Aman Patel Technologies",8.2000,5.4,148.39999999999998
C1318,"Vihaan Sharma Labs",8.1250,4.375,256.29999999999995
C1115,"Rahul Rao Labs",8.0000,2.75,231.42499999999998
C1245,"Aadhya Sharma Labs",8.0000,6,135
C1309,"Diya Gupta Labs",7.9565,4.6521739130434785,270.408695652174
C1273,"Ananya Menon Systems",7.9545,3.772727272727273,255.84999999999994
C1226,"Ishaan Patel Industries",7.9500,4.7,232.37500000000006
C1119,"Deepak Verma Systems",7.9444,4.333333333333333,248.09999999999997
C1323,"Pooja Verma Labs",7.9333,4.733333333333333,258.98
C1251,"Diya Khan Group",7.8636,4.636363636363637,248.87727272727273
C1020,"Saanvi Menon Group",7.8571,4.714285714285714,163.57142857142858
C1254,"Rohan Nair Technologies",7.8095,4.238095238095238,228.6571428571429
C1151,"Aman Gupta Solutions",7.7647,4.529411764705882,111.00000000000001
C1026,"Vivaan Singh Solutions",7.7500,4.375,150.51250000000002
C1409,"Saanvi Iyer Industries",7.7000,4.6,141.39999999999998
C1408,"Aarav Reddy Labs",7.6667,4.2,264.24666666666667
C1120,"Pooja Rao Solutions",7.5714,4.428571428571429,298.77142857142854
C1257,"Vihaan Patel Solutions",7.5000,3,129.775
C1417,"Naveen Patel Technologies",7.5000,2.5,154.25
C1229,"Farhan Verma Technologies",7.4545,4.454545454545454,248.7
C1055,"Arun Rao Technologies",7.4444,3.5555555555555554,145.66111111111113
C1095,"Aarav Das Industries",7.3913,4,227.1608695652174
C1418,"Naveen Patel Technologies",7.3846,4.230769230769231,247.89230769230772
C1219,"Tara Nair Group",7.3500,4,226.74
C1074,"Priya Khan Group",7.3333,4,215.66666666666666
C1205,"Isha Joshi Labs",7.2500,3.9166666666666665,168.5
C1101,"Zoya Bose Industries",7.2174,3.739130434782609,244.40869565217395
C1286,"Krishna Khan Solutions",7.2000,4.266666666666667,298.0933333333333
C1129,"Farhan Reddy Labs",7.1250,4,214.66249999999997
C1336,"Sai Reddy Industries",7.1053,3.5789473684210527,249.80000000000004
C1413,"Kiara Joshi Solutions",7.0625,3.5625,230.9125
C1054,"Arjun Bose Group",7.0000,4.5,412.45
C1092,"Aman Sharma Solutions",7.0000,2,221.8
C1117,"Arun Gupta Labs",7.0000,5,279.7
C1269,"Aadhya Patel Solutions",7.0000,3.6666666666666665,192.57500000000002
C1349,"Krishna Joshi Systems",7.0000,4.090909090909091,255.56363636363633
C1252,"Meera Sharma Industries",6.9444,3.2222222222222223,142.8388888888889
C1186,"Diya Rao Technologies",6.9333,3.933333333333333,253.22666666666666
C1157,"Meera Joshi Solutions",6.9091,3.5454545454545454,237.36363636363637
C1238,"Tara Gupta Technologies",6.9000,3.7,177.035
C1363,"Pooja Gupta Group",6.8000,3.2,256.8
C1029,"Sai Khan Technologies",6.7500,2.9166666666666665,264.8166666666666
C1221,"Rahul Gupta Solutions",6.7500,3.5,112.33749999999999
C1294,"Meera Singh Group",6.7500,4,119.26250000000002
C1303,"Farhan Khan Systems",6.7059,3.2941176470588234,221.6764705882353
C1342,"Divya Joshi Systems",6.6500,3.75,259.65000000000003
C1236,"Saanvi Rao Industries",6.6000,4.2,130.7
C1091,"Myra Nair Solutions",6.5000,3,369.54999999999995
C1162,"Divya Nair Technologies",6.5000,3.5,137.79999999999998
C1267,"Nikita Rao Industries",6.5000,3.6666666666666665,98.16666666666664
C1348,"Aditya Menon Labs",6.5000,3.4285714285714284,229.73571428571432
C1077,"Krishna Nair Industries",6.4000,3.5,231.76
C1227,"Karthik Das Industries",6.4000,4,156.8
C1122,"Aarav Gupta Technologies",6.3750,3.25,164.5875
C1083,"Deepak Das Group",6.3000,3.1,261.63
C1406,"Vihaan Joshi Group",6.2222,3.111111111111111,222.31111111111113
C1166,"Deepak Joshi Industries",6.2000,4.2,209.94
C1360,"Deepak Gupta Group",6.2000,3,286.2
C1014,"Rahul Patel Industries",6.1667,3.6666666666666665,279.0833333333333
C1131,"Aditya Menon Industries",6.1429,3.0952380952380953,197.4047619047619
C1143,"Reyansh Menon Solutions",6.1250,3.25,147.14375
C1381,"Diya Nair Systems",6.1000,3.75,176.98499999999999
C1155,"Naveen Verma Technologies",6.0625,2.875,270.1875
C1065,"Priya Verma Systems",6.0000,3.1333333333333333,273.18
C1153,"Aadhya Patel Solutions",6.0000,2.2,231.35999999999999
C1253,"Karthik Rao Solutions",6.0000,3,150.8142857142857
C1343,"Isha Iyer Technologies",6.0000,2,216.6
C1141,"Ananya Joshi Industries",5.9130,3.0869565217391304,295.21304347826083
C1317,"Divya Patel Systems",5.8000,3,243.96000000000004
C1183,"Sanjay Gupta Labs",5.7778,2.888888888888889,149.1
C1053,"Sanjay Joshi Group",5.6000,2.8666666666666667,134.4933333333333
C1163,"Meera Menon Industries",5.5625,2.8125,248.9625
C1146,"Priya Iyer Technologies",5.5000,2.8333333333333335,244.19583333333324
C1216,"Nikita Khan Systems",5.4706,2.823529411764706,264.57058823529417
C1420,"Arun Gupta Technologies",5.4545,2.6818181818181817,219.9818181818182
C1124,"Krishna Sharma Systems",5.4000,3.2,310.66
C1066,"Ishaan Reddy Solutions",5.3333,2.6666666666666665,234.6166666666667
C1007,"Sai Das Technologies",5.3182,2.909090909090909,262.67727272727274
C1099,"Ishaan Patel Group",5.3077,2.5384615384615383,149.0923076923077
C1299,"Rahul Iyer Group",5.2941,2.2941176470588234,238.30588235294118
C1136,"Deepak Bose Group",5.2222,2.7777777777777777,245.26666666666662
C1063,"Rahul Menon Systems",5.2000,2.5,146.06
C1283,"Kiara Nair Industries",5.1905,2.2857142857142856,246.9333333333333
C1175,"Pooja Bose Solutions",5.1500,2.35,234.57999999999998
C1230,"Ishaan Patel Industries",5.1176,2.588235294117647,170.7117647058824
C1015,"Sanjay Gupta Industries",5.0833,2.8333333333333335,263.19166666666666
C1038,"Sneha Menon Industries",5.0714,2.7142857142857144,134.13571428571427
C1087,"Diya Iyer Labs",5.0000,3,184.5
C1209,"Rahul Khan Systems",5.0000,2.5,224.76666666666665
C1244,"Myra Sharma Industries",5.0000,3,191.4
C1075,"Ishaan Khan Industries",4.8750,2.75,253.825
C1011,"Rohan Iyer Solutions",4.8000,2.4,260.66499999999996
C1351,"Priya Gupta Systems",4.7619,2.380952380952381,229.38095238095238
C1106,"Ananya Singh Group",4.7500,2.75,265.7
C1412,"Farhan Verma Solutions",4.7500,2.375,142.075
C1312,"Saanvi Bose Labs",4.6923,2.076923076923077,311.6461538461538
C1277,"Kiara Gupta Industries",4.6842,2.1578947368421053,176.0578947368421
C1104,"Farhan Iyer Group",4.6667,2,243.9333333333333
C1325,"Ishaan Reddy Group",4.5500,2.4,268.61
C1148,"Divya Bose Solutions",4.5000,1.75,208.20000000000002
C1210,"Deepak Patel Technologies",4.5000,2.25,121.58750000000002
C1304,"Karthik Sharma Group",4.4667,2.6666666666666665,260.32666666666665
C1405,"Deepak Gupta Labs",4.4444,2.888888888888889,200.86666666666667
C1289,"Karthik Patel Systems",4.3043,2.3043478260869565,255.58260869565217
C1179,"Sneha Iyer Solutions",4.2857,2,149.8
C1295,"Aman Joshi Group",4.2500,2.375,247.4375
C1272,"Pooja Joshi Industries",4.2222,1.6666666666666667,280.3888888888889
C1265,"Aditya Reddy Solutions",4.2000,2.2666666666666666,247.0533333333333
C1118,"Ishaan Reddy Group",4.1667,1.5,215.80000000000004
C1279,"Divya Verma Solutions",4.1429,1.7142857142857142,167.5142857142857
C1298,"Riya Menon Systems",4.0952,2.4761904761904763,274.93809523809523
C1097,"Diya Gupta Industries",4.0000,2,350.7
C1169,"Reyansh Menon Solutions",4.0000,1.75,273.725
C1224,"Isha Patel Technologies",4.0000,1.9090909090909092,232.45454545454547
C1037,"Diya Das Industries",3.8182,2.090909090909091,173.79090909090908
C1152,"Nikita Verma Technologies",3.8000,1.4,177.34
C1189,"Kiara Patel Group",3.8000,1.8,120.85999999999999
C1039,"Arjun Iyer Systems",3.7727,1.9090909090909092,244.15454545454543
C1293,"Tara Joshi Systems",3.7143,1.7142857142857142,232.58571428571432
C1080,"Rohan Sharma Group",3.6250,1.75,227.14999999999998
C1193,"Diya Menon Systems",3.6000,2,299.71999999999997
C1215,"Zoya Patel Solutions",3.6000,1.2,278.4
C1242,"Deepak Bose Group",3.5000,1.5,292.4
C1048,"Aman Singh Labs",3.4444,1.6111111111111112,193.2722222222222
C1192,"Deepak Nair Technologies",3.4444,1.7777777777777777,246.9555555555555
C1017,"Rahul Reddy Solutions",3.4286,1.8571428571428572,261.31428571428575
C1088,"Reyansh Das Technologies",3.4211,1.631578947368421,230.11052631578949
C1398,"Zoya Rao Group",3.4167,1.25,160.575
C1149,"Vivaan Verma Technologies",3.3810,1.8571428571428572,281.87142857142857
C1025,"Diya Singh Labs",3.3333,1.619047619047619,267.2761904761905
C1308,"Naveen Gupta Labs",3.3333,1.5,316.65000000000003
C1316,"Deepak Reddy Group",3.2941,1.411764705882353,250.04117647058823
C1235,"Vivaan Bose Technologies",3.2857,1.2857142857142858,237.08571428571426
C1329,"Kavya Das Group",3.2857,1.1428571428571428,195.20000000000002
C1078,"Rohan Patel Group",3.2000,1.3,228.05
C1016,"Diya Singh Industries",3.1667,1.25,143.39166666666662
C1167,"Aarav Patel Labs",3.1429,1.2380952380952381,234.70476190476182
C1330,"Ananya Sharma Group",3.0500,1.25,262.085
C1027,"Vihaan Bose Group",3.0000,1.6666666666666667,153.1166666666667
C1090,"Aarav Menon Group",3.0000,1.3333333333333333,183.9333333333333
C1116,"Isha Gupta Group",3.0000,2,206
C1383,"Myra Patel Solutions",3.0000,1.4,239.27999999999997
C1375,"Tara Bose Group",2.9545,1.4545454545454546,209.7272727272727
C1132,"Sneha Khan Solutions",2.8462,1.0769230769230769,166.70000000000002
C1023,"Meera Menon Industries",2.8000,0.8,272.41999999999996
C1022,"Rahul Singh Technologies",2.7500,1.0625,238.99375000000003
C1089,"Reyansh Bose Solutions",2.7500,1.125,320.4875
C1161,"Sneha Das Systems",2.7500,1.125,282.51250000000005
C1278,"Meera Sharma Industries",2.7273,1.4545454545454546,173.90909090909088
C1401,"Naveen Gupta Solutions",2.7000,1,202.13
C1154,"Kiara Das Group",2.6667,1.3333333333333333,219.29999999999998
C1068,"Ananya Gupta Industries",2.5000,0.5,312.79999999999995
C1199,"Aman Singh Labs",2.4000,1,248.28000000000003
C1258,"Myra Verma Technologies",2.4000,0.6,148.74
C1056,"Kavya Rao Systems",2.3333,1,280.2833333333333
C1081,"Ananya Nair Group",2.3333,0.8888888888888888,240.5222222222222
C1287,"Farhan Nair Industries",2.3333,0.6,145.67999999999998
C1182,"Arun Menon Labs",2.3125,0.875,156.73125
C1190,"Myra Joshi Solutions",2.3043,0.782608695652174,256.2913043478261
C1311,"Kavya Rao Labs",2.2500,0.75,172.125
C1285,"Isha Verma Solutions",2.2000,0.65,263.38499999999993
C1301,"Sanjay Verma Industries",2.2000,0.4,162.45999999999998
C1086,"Karthik Sharma Systems",2.1905,1,247.08571428571426
C1046,"Tara Patel Industries",2.1875,0.625,165.78749999999997
C1391,"Nikita Verma Industries",2.1429,0.9285714285714286,251.6357142857143
C1281,"Farhan Das Group",2.1250,0.5,173.07500000000002
C1062,"Kavya Das Solutions",2.0000,0.6666666666666666,145.99999999999997
C1337,"Rohan Patel Systems",2.0000,0.5833333333333334,198.13333333333333
C1390,"Rahul Reddy Labs",1.8000,0.5,141.74999999999997
C1208,"Deepak Das Group",1.7500,1,159.9
C1378,"Sneha Reddy Solutions",1.6429,0.5,151.92142857142858
C1196,"Ananya Singh Industries",1.5000,0.5,147.45
C1305,"Ananya Reddy Solutions",1.5000,0.5,226.45
C1385,"Vihaan Das Group",1.5000,0.5,77.94999999999999
C1228,"Kiara Sharma Solutions",1.4545,0.45454545454545453,172.52727272727273
C1012,"Meera Patel Labs",1.4000,0.7,171.53
C1255,"Riya Joshi Labs",1.0000,0,178.96666666666667
C1013,"Farhan Das Industries",0.0000,0,242.1
