CustomerID,TotalMRR,ActiveUsers,SessionMinutes,HighValue,AtRisk,RiskScore
C1071,326.36,10.25,242.325,No,No,1
C1072,278.6,10.047619047619047,232.34285714285713,No,No,1
C1073,84.28,5.0588235294117645,276.40588235294115,No,No,1
C1074,294.52,4.0,215.66666666666666,No,No,1
C1075,738.52,2.75,253.825,Yes,No,1
C1076,2542.6400000000003,5.75,149.575,Yes,No,1
C1077,80.36,3.5,231.76,No,No,1
C1078,76.44,1.3,228.05,No,No,1
C1079,778.44,7.166666666666667,218.1,Yes,No,1
C1080,310.44,1.75,227.14999999999998,No,No,1
C1081,64.68,0.8888888888888888,240.5222222222222,No,No,1
C1082,294.52,5.857142857142857,284.87142857142857,No,No,1
C1083,80.36,3.1,261.63,No,No,1
C1084,294.52,,,No,No,1
C1085,618.76,7.5,158.63750000000002,No,No,1
C1086,818.36,1.0,247.0857142857143,Yes,No,1
C1087,60.76,3.0,184.5,No,No,1
C1088,310.44,1.631578947368421,230.11052631578949,No,No,1
C1089,294.52,1.125,320.4875,No,No,1
C1090,326.36,1.3333333333333333,183.9333333333333,No,No,1
C1091,618.76,3.0,369.54999999999995,No,No,1
C1092,68.6,2.0,221.8,No,No,1
C1093,658.68,7.95,284.40999999999997,No,No,1
C1094,1858.76,9.363636363636363,248.61363636363637,Yes,No,1
C1095,72.52,4.0,227.16086956521738,No,No,1
C1096,310.44,7.5,254.92,No,No,1
C1097,68.6,2.0,350.7,No,No,1
C1098,818.36,4.222222222222222,284.4111111111111,Yes,No,1
C1099,88.2,2.5384615384615383,149.09230769230768,No,No,1
C1100,2098.6,8.333333333333334,246.26666666666665,Yes,No,1
C1101,294.52,3.739130434782609,244.4086956521739,No,No,1
C1102,2218.52,8.227272727272727,240.34545454545452,Yes,No,1
C1103,3057.96,7.055555555555555,251.96666666666664,Yes,No,1
C1104,72.52,2.0,243.9333333333333,No,No,1
C1105,698.6,5.0,255.6291666666667,No,No,1
C1106,199.0,2.75,265.70000000000005,No,No,1
C1107,64.68,5.230769230769231,128.42307692307693,No,No,1
C1108,68.6,8.125,248.1,No,No,1
C1109,262.68,9.478260869565217,237.0608695652174,No,No,1
C1110,294.52,6.166666666666667,300.6333333333333,No,No,1
C1111,658.68,8.142857142857142,293.65714285714284,No,No,1
C1112,72.52,7.1875,131.1,No,No,1
C1113,2578.28,14.5,224.575,Yes,No,1
C1114,80.36,13.5,355.95,No,No,1
C1115,88.2,2.75,231.42499999999998,No,No,1
C1116,80.36,2.0,206.0,No,No,1
C1117,738.52,5.0,279.7,Yes,No,1
C1118,278.6,1.5,215.79999999999998,No,No,1
C1119,72.52,4.333333333333333,248.10000000000002,No,No,1
C1120,310.44,4.428571428571429,298.7714285714286,No,No,1
C1121,1858.76,9.047619047619047,266.49523809523805,Yes,No,1
C1122,310.44,3.25,164.5875,No,No,1
C1123,92.12,8.0,280.725,No,No,1
C1124,278.6,3.2,310.65999999999997,No,No,1
C1125,88.2,6.928571428571429,138.44285714285715,No,No,1
C1126,96.04,8.733333333333333,268.49333333333334,No,No,1
C1127,278.6,9.1,241.11999999999998,No,No,1
C1128,88.2,11.6875,241.3875,No,No,1
C1129,858.28,4.0,214.6625,Yes,No,1
C1130,80.36,10.8,261.88,No,No,1
C1131,525.36,3.0952380952380953,197.4047619047619,No,No,1
C1132,775.04,1.0769230769230769,166.7,Yes,No,1
C1133,80.36,,,No,No,1
C1134,56.84,9.666666666666666,246.07500000000002,No,No,1
C1135,246.76,6.785714285714286,233.9857142857143,No,No,1
C1136,294.52,2.7777777777777777,245.26666666666668,No,No,1
C1137,342.28,7.75,170.825,No,No,1
C1138,84.28,8.333333333333334,200.43333333333337,No,No,1
C1139,68.6,6.0,275.17777777777775,No,No,1
C1140,278.6,3.75,195.425,No,No,1
C1141,278.6,3.0869565217391304,295.21304347826083,No,No,1
C1142,326.36,6.863636363636363,264.69545454545454,No,No,1
C1143,88.2,3.25,147.14375,No,No,1
C1144,2698.2,10.916666666666666,283.10833333333335,Yes,No,1
C1145,68.6,7.681818181818182,277.54090909090905,No,No,1
C1146,294.52,2.8333333333333335,244.19583333333333,No,No,1
C1147,262.68,6.071428571428571,285.2142857142857,No,No,1
C1148,778.44,1.75,208.20000000000002,Yes,No,1
C1149,1978.68,1.8571428571428572,281.87142857142857,Yes,No,1
C1150,578.84,,,No,No,1
C1151,778.44,4.529411764705882,111.0,Yes,No,1
C1152,294.52,1.4,177.34,No,No,1
C1153,618.76,2.2,231.35999999999999,No,No,1
C1154,723.3599999999999,1.3333333333333333,219.30000000000004,No,No,1
C1155,2098.6,2.875,270.1875,Yes,No,1
C1156,2218.52,4.6,297.44,Yes,No,1
C1157,230.84,3.5454545454545454,237.36363636363637,No,No,1
C1158,84.28,4.409090909090909,231.14545454545453,No,No,1
C1159,80.36,6.5,238.2,No,No,1
C1160,68.6,4.0,228.8,No,No,1
C1161,246.76,1.125,282.5125,No,No,1
C1162,2098.6,3.5,137.79999999999998,Yes,No,1
C1163,278.6,2.8125,248.9625,No,No,1
C1164,80.36,9.266666666666667,249.8,No,No,1
C1165,72.52,9.3,251.84,No,No,1
C1166,2338.44,4.2,209.94,Yes,No,1
C1167,278.6,1.2380952380952381,234.7047619047619,No,No,1
C1168,56.84,10.933333333333334,263.61333333333334,No,No,1
C1169,658.68,1.75,273.725,No,No,1
C1170,76.44,7.666666666666667,152.11666666666667,No,No,1
C1171,294.52,9.642857142857142,244.57857142857142,No,No,1
C1172,818.36,5.0,104.95,Yes,No,1
C1173,76.44,5.0,142.85,No,No,1
C1174,230.84,5.6,187.14000000000001,No,No,1
C1175,56.84,2.35,234.58,No,No,1
C1176,72.52,5.8,159.62,No,No,1
C1177,72.52,11.142857142857142,291.5285714285714,No,No,1
C1178,326.36,10.789473684210526,250.7947368421053,No,No,1
C1179,60.76,2.0,149.79999999999998,No,No,1
C1180,68.6,8.545454545454545,181.0818181818182,No,No,1
C1181,230.84,8.5,181.45,No,No,1
C1182,1978.68,0.875,156.73125,Yes,No,1
C1183,402.8,2.888888888888889,149.10000000000002,No,No,1
C1184,818.36,4.714285714285714,253.34761904761905,Yes,No,1
C1185,294.52,5.4,203.24,No,No,1
C1186,738.52,3.933333333333333,253.22666666666666,Yes,No,1
C1187,578.84,12.2,297.59000000000003,No,No,1
C1188,778.44,13.61111111111111,266.9222222222222,Yes,No,1
C1189,310.44,1.8,120.85999999999999,No,No,1
C1190,342.28,0.782608695652174,256.2913043478261,No,No,1
C1191,68.6,10.076923076923077,249.33846153846156,No,No,1
C1192,84.28,1.7777777777777777,246.95555555555555,No,No,1
C1193,278.6,2.0,299.71999999999997,No,No,1
C1194,3957.3599999999997,6.2,155.55,Yes,No,1
C1195,2578.28,6.0,233.445,Yes,No,1
C1196,99.96,0.5,147.45,No,No,1
C1197,88.2,5.444444444444445,272.84444444444443,No,No,1
C1198,2218.52,8.523809523809524,255.61904761904762,Yes,No,1
C1199,278.6,1.0,248.28000000000003,No,No,1
C1200,60.76,3.5,223.95,No,No,1
C1201,1858.76,9.0,337.2,Yes,No,1
C1202,1112.88,6.0,335.6,Yes,No,1
C1203,858.28,7.333333333333333,273.6666666666667,Yes,No,1
C1204,2338.44,8.782608695652174,270.2217391304348,Yes,No,1
C1205,778.44,3.9166666666666665,168.5,Yes,No,1
C1206,738.52,9.476190476190476,249.80476190476193,Yes,No,1
C1207,310.44,8.857142857142858,246.96666666666667,No,No,1
C1208,60.76,1.0,159.9,No,No,1
C1209,658.68,2.5,224.76666666666665,No,No,1
C1210,56.84,2.25,121.5875,No,No,1
C1211,294.52,8.333333333333334,337.1333333333333,No,No,1
C1212,538.92,5.578947368421052,260.9263157894737,No,No,1
C1213,214.92,6.5,217.65,No,No,1
C1214,405.96,9.5,252.75,No,No,1
C1215,60.76,1.2,278.4,No,No,1
C1216,76.44,2.823529411764706,264.5705882352941,No,No,1
C1217,1858.76,7.916666666666667,181.57500000000002,Yes,No,1
C1218,84.28,,,No,No,1
C1219,160.72,4.0,226.74,No,No,1
C1220,658.68,6.478260869565218,256.2608695652174,No,No,1
C1221,80.36,3.5,112.3375,No,No,1
C1222,818.36,8.75,253.325,Yes,No,1
C1223,278.6,12.2,266.93999999999994,No,No,1
C1224,898.2,1.9090909090909092,232.45454545454547,Yes,No,1
C1225,129.36,6.117647058823529,212.33529411764704,No,No,1
C1226,246.76,4.7,232.375,No,No,1
C1227,698.6,4.0,156.8,No,No,1
C1228,230.84,0.45454545454545453,172.52727272727273,No,No,1
C1229,72.52,4.454545454545454,248.7,No,No,1
C1230,1009.04,2.588235294117647,170.71176470588236,Yes,No,1
C1231,246.76,8.0,250.23076923076923,No,No,1
C1232,738.52,7.0,360.0333333333333,Yes,No,1
C1233,578.84,6.6,267.24,No,No,1
C1234,68.6,12.7,258.7,No,No,1
C1235,68.6,1.2857142857142858,237.08571428571426,No,No,1
C1236,72.52,4.2,130.7,No,No,1
C1237,358.2,11.5,234.65,No,No,1
C1238,88.2,3.7,177.035,No,No,1
C1239,1738.84,4.0,188.325,Yes,No,1
C1240,64.68,,,No,No,1
C1241,2098.6,6.9411764705882355,169.23529411764707,Yes,No,1
C1242,2648.88,1.5,292.4,Yes,No,1
C1243,64.68,11.23076923076923,288.2307692307692,No,No,1
C1244,72.52,3.0,191.4,No,No,1
C1245,84.28,6.0,135.0,No,No,1
C1246,618.76,13.636363636363637,240.9909090909091,No,No,1
C1247,738.52,6.4,321.36,Yes,No,1
C1248,738.52,8.666666666666666,228.13333333333333,Yes,No,1
C1249,698.6,7.0476190476190474,251.14285714285714,No,No,1
C1250,1978.68,6.166666666666667,253.6833333333333,Yes,No,1
C1251,818.36,4.636363636363637,248.87727272727273,Yes,No,1
C1252,2098.6,3.2222222222222223,142.83888888888887,Yes,No,1
C1253,156.8,3.0,150.81428571428572,No,No,1
C1254,310.44,4.238095238095238,228.65714285714287,No,No,1
C1255,310.44,0.0,178.96666666666667,No,No,1
C1256,1978.68,5.3,267.56,Yes,No,1
C1257,1858.76,3.0,129.775,Yes,No,1
C1258,658.68,0.6,148.74,No,No,1
C1259,778.44,15.333333333333334,281.93333333333334,Yes,No,1
C1260,818.36,5.315789473684211,265.69473684210527,Yes,No,1
C1261,1978.68,7.75,86.3,Yes,No,1
C1262,342.28,9.555555555555555,241.5111111111111,No,No,1
C1263,2338.44,,,Yes,No,1
C1264,698.6,9.666666666666666,249.16666666666666,No,No,1
C1265,294.52,2.2666666666666666,247.05333333333334,No,No,1
C1266,342.28,9.777777777777779,260.7388888888889,No,No,1
C1267,2098.6,3.6666666666666665,98.16666666666667,Yes,No,1
C1268,80.36,8.529411764705882,294.8294117647059,No,No,1
C1269,294.52,3.6666666666666665,192.57500000000002,No,No,1
C1270,294.52,9.857142857142858,253.08571428571426,No,No,1
C1271,294.52,14.0,424.2,No,No,1
C1272,2218.52,1.6666666666666667,280.3888888888889,Yes,No,1
C1273,818.36,3.772727272727273,255.85,Yes,No,1
C1274,342.28,3.0,212.80000000000004,No,No,1
C1275,1499.0,7.0,190.41538461538462,Yes,No,1
C1276,246.76,6.2,196.12,No,No,1
C1277,294.52,2.1578947368421053,176.0578947368421,No,No,1
C1278,72.52,1.4545454545454546,173.9090909090909,No,No,1
C1279,80.36,1.7142857142857142,167.5142857142857,No,No,1
C1280,278.6,9.333333333333334,222.34444444444443,No,No,1
C1281,2098.6,0.5,173.075,Yes,No,1
C1282,1978.68,7.0,297.4,Yes,No,1
C1283,84.28,2.2857142857142856,246.93333333333334,No,No,1
C1284,1978.68,16.0,301.8,Yes,No,1
C1285,778.44,0.65,263.385,Yes,No,1
C1286,326.36,4.266666666666667,298.0933333333333,No,No,1
C1287,230.84,0.6,145.67999999999998,No,No,1
C1288,1618.92,9.25,310.475,Yes,No,1
C1289,262.68,2.3043478260869565,255.58260869565217,No,No,1
C1290,2578.28,13.15,265.625,Yes,No,1
C1291,60.76,16.0,279.85,No,No,1
C1292,262.68,13.428571428571429,248.94285714285712,No,No,1
C1293,278.6,1.7142857142857142,232.58571428571432,No,No,1
C1294,358.2,4.0,119.2625,No,No,1
C1295,278.6,2.375,247.4375,No,No,1
C1296,658.68,7.260869565217392,240.5782608695652,No,No,1
C1297,698.6,8.0625,243.3,No,No,1
C1298,56.84,2.4761904761904763,274.93809523809523,No,No,1
C1299,374.12,2.2941176470588234,238.30588235294115,No,No,1
C1300,278.6,12.052631578947368,256.1157894736842,No,No,1
C1301,230.84,0.4,162.46,No,No,1
C1302,778.44,6.25,228.1875,Yes,No,1
C1303,72.52,3.2941176470588234,221.6764705882353,No,No,1
C1304,64.68,2.6666666666666665,260.32666666666665,No,No,1
C1305,262.68,0.5,226.45,No,No,1
C1306,72.52,3.5714285714285716,259.95714285714286,No,No,1
C1307,278.6,12.9375,224.73125,No,No,1
C1308,2458.36,1.5,316.65000000000003,Yes,No,1
C1309,80.36,4.6521739130434785,270.4086956521739,No,No,1
C1310,778.44,4.0,252.06,Yes,No,1
C1311,64.68,0.75,172.125,No,No,1
C1312,326.36,2.076923076923077,311.6461538461539,No,No,1
C1313,1978.68,9.263157894736842,266.9842105263158,Yes,No,1
C1314,310.44,7.541666666666667,263.85833333333335,No,No,1
C1315,52.92,9.0,275.48333333333335,No,No,1
C1316,342.28,1.411764705882353,250.04117647058823,No,No,1
C1317,326.36,3.0,243.95999999999998,No,No,1
C1318,64.68,4.375,256.3,No,No,1
C1319,294.52,6.4,224.4,No,No,1
C1320,326.36,7.875,129.6625,No,No,1
C1321,68.6,6.8,256.34000000000003,No,No,1
C1322,294.52,6.4375,222.25,No,No,1
C1323,68.6,4.733333333333333,258.97999999999996,No,No,1
C1324,2458.36,12.217391304347826,266.83478260869566,Yes,No,1
C1325,2338.44,2.4,268.61,Yes,No,1
C1326,76.44,9.090909090909092,257.0772727272727,No,No,1
C1327,2098.6,7.5,287.8125,Yes,No,1
C1328,342.28,6.0,188.025,No,No,1
C1329,76.44,1.1428571428571428,195.20000000000002,No,No,1
C1330,538.92,1.25,262.085,No,No,1
C1331,310.44,5.117647058823529,164.63529411764705,No,No,1
C1332,618.76,9.5,322.54999999999995,No,No,1
C1333,278.6,6.285714285714286,151.21428571428572,No,No,1
C1334,1978.68,,,Yes,No,1
C1335,778.44,13.235294117647058,227.86470588235292,Yes,No,1
C1336,658.68,3.5789473684210527,249.79999999999998,No,No,1
C1337,230.84,0.5833333333333334,198.13333333333333,No,No,1
C1338,342.28,8.80952380952381,194.64285714285714,No,No,1
C1339,278.6,5.086956521739131,235.98695652173913,No,No,1
C1340,88.2,10.5,254.41,No,No,1
C1341,2218.52,8.363636363636363,263.82272727272726,Yes,No,1
C1342,76.44,3.75,259.65,No,No,1
C1343,72.52,2.0,216.6,No,No,1
C1344,262.68,10.588235294117647,244.58235294117645,No,No,1
C1345,294.52,11.727272727272727,264.60909090909087,No,No,1
C1346,326.36,15.0,216.66666666666666,No,No,1
C1347,72.52,9.571428571428571,234.08571428571426,No,No,1
C1348,618.76,3.4285714285714284,229.7357142857143,No,No,1
C1349,2458.36,4.090909090909091,255.56363636363633,Yes,No,1
C1350,1978.68,11.0,285.0444444444445,Yes,No,1
C1351,76.44,2.380952380952381,229.38095238095238,No,No,1
C1352,2578.28,6.0,261.96999999999997,Yes,No,1
C1353,68.6,,,No,No,1
C1354,99.96,7.708333333333333,246.7458333333333,No,No,1
C1355,294.52,4.0,214.23333333333335,No,No,1
C1356,618.76,4.636363636363637,242.3272727272727,No,No,1
C1357,262.68,5.583333333333333,248.15833333333333,No,No,1
C1358,64.68,5.75,155.23125,No,No,1
C1359,658.68,,,No,No,1
C1360,60.76,3.0,286.2,No,No,1
C1361,658.68,7.0,222.23333333333335,No,No,1
C1362,64.68,6.181818181818182,263.8727272727273,No,No,1
C1363,310.44,3.2,256.8,No,No,1
C1364,1978.68,6.0,229.8846153846154,Yes,No,1
C1365,778.44,11.571428571428571,285.8,Yes,No,1
C1366,278.6,8.428571428571429,307.4857142857143,No,No,1
C1367,76.44,9.5,197.2,No,No,1
C1368,52.92,7.75,200.6,No,No,1
C1369,2098.6,13.5,193.3,Yes,No,1
C1370,658.68,4.0,241.12142857142857,No,No,1
C1371,262.68,7.6,226.94666666666666,No,No,1
C1372,294.52,11.333333333333334,234.9,No,No,1
C1373,60.76,9.0625,224.725,No,No,1
C1374,778.44,6.846153846153846,218.56153846153848,Yes,No,1
C1375,68.6,1.4545454545454546,209.72727272727272,No,No,1
C1376,310.44,12.473684210526315,235.3842105263158,No,No,1
C1377,698.6,4.666666666666667,153.08333333333334,No,No,1
C1378,383.20000000000005,0.5,151.92142857142858,No,No,1
C1379,60.76,8.272727272727273,251.1,No,No,1
C1380,1618.92,8.0,148.82857142857142,Yes,No,1
C1381,2218.52,3.75,176.98499999999999,Yes,No,1
C1382,68.6,10.25,206.175,No,No,1
C1383,92.12,1.4,239.28000000000003,No,No,1
C1384,2098.6,7.4,291.04,Yes,No,1
C1385,2218.52,0.5,77.94999999999999,Yes,No,1
C1386,72.52,8.416666666666666,270.47499999999997,No,No,1
C1387,310.44,12.0,218.83,No,No,1
C1388,310.44,5.526315789473684,236.1157894736842,No,No,1
C1389,738.52,5.5,206.64166666666665,Yes,No,1
C1390,278.6,0.5,141.75,No,No,1
C1391,68.6,0.9285714285714286,251.6357142857143,No,No,1
C1392,64.68,11.380952380952381,229.2047619047619,No,No,1
C1393,278.6,12.2,259.84666666666664,No,No,1
C1394,278.6,7.15,228.26500000000001,No,No,1
C1395,3177.88,7.5,257.7,Yes,No,1
C1396,326.36,4.428571428571429,177.64285714285714,No,No,1
C1397,938.12,8.0,317.7,Yes,No,1
C1398,326.36,1.25,160.57500000000002,No,No,1
C1399,658.68,5.4,148.4,No,No,1
C1400,294.52,7.0,297.3,No,No,1
C1401,342.28,1.0,202.13,No,No,1
C1402,262.68,10.0,74.1,No,No,1
C1403,278.6,11.6,208.64000000000001,No,No,1
C1404,778.44,6.2,280.01,Yes,No,1
C1405,246.76,2.888888888888889,200.86666666666667,No,No,1
C1406,278.6,3.111111111111111,222.3111111111111,No,No,1
C1407,738.52,12.333333333333334,237.63333333333333,Yes,No,1
C1408,68.6,4.2,264.24666666666667,No,No,1
C1409,68.6,4.6,141.4,No,No,1
C1410,326.36,7.4,167.14000000000001,No,No,1
C1411,262.68,,,No,No,1
C1412,2534.8,2.375,142.075,Yes,No,1
C1413,246.76,3.5625,230.9125,No,No,1
C1414,326.36,7.166666666666667,176.26666666666665,No,No,1
C1415,778.44,4.636363636363637,226.7,Yes,No,1
C1416,658.68,8.5,255.1625,No,No,1
C1417,326.36,2.5,154.25,No,No,1
C1418,326.36,4.230769230769231,247.8923076923077,No,No,1
C1419,294.52,11.0,186.45,No,No,1
C1420,278.6,2.6818181818181817,219.9818181818182,No,No,1
C9000,326.36,1.3333333333333333,147.73333333333332,No,No,1
C9001,278.6,13.666666666666666,226.55555555555554,No,No,1
C9002,64.68,10.6,270.38666666666666,No,No,1
C9003,278.6,5.608695652173913,238.6086956521739,No,No,1
C9004,1858.76,4.1,191.84,Yes,No,1
