CustomerID,CompanyName,TotalMRR,RevenueRank
C1271,"Myra Gupta Industries",294.52,207
C1277,"Kiara Gupta Industries",294.52,207
C1319,"Divya Bose Group",294.52,207
C1322,"Arjun Khan Systems",294.52,207
C1345,"Rahul Gupta Group",294.52,207
C1355,"Nikita Reddy Technologies",294.52,207
C1372,"Isha Joshi Group",294.52,207
C1400,"Arjun Bose Solutions",294.52,207
C1419,"Diya Nair Industries",294.52,207
C1001,"Ishaan Joshi Systems",278.6,234
C1003,"Zoya Das Systems",278.6,234
C1010,"Tara Iyer Labs",278.6,234
C1072,"Rohan Gupta Technologies",278.6,234
C1118,"Ishaan Reddy Group",278.6,234
C1124,"Krishna Sharma Systems",278.6,234
C1127,"Divya Gupta Labs",278.6,234
C1140,"Aarav Nair Systems",278.6,234
C1141,"Ananya Joshi Industries",278.6,234
C1163,"Meera Menon Industries",278.6,234
C1167,"Aarav Patel Labs",278.6,234
C1193,"Diya Menon Systems",278.6,234
C1199,"Aman Singh Labs",278.6,234
C1223,"Vihaan Joshi Industries",278.6,234
C1280,"Aman Patel Systems",278.6,234
C1293,"Tara Joshi Systems",278.6,234
C1295,"Aman Joshi Group",278.6,234
C1300,"Krishna Sharma Solutions",278.6,234
C1307,"Rahul Reddy Technologies",278.6,234
C1333,"Aditya Nair Systems",278.6,234
C1339,"Nikita Iyer Group",278.6,234
C1366,"Kavya Verma Labs",278.6,234
C1390,"Rahul Reddy Labs",278.6,234
C1393,"Sneha Bose Technologies",278.6,234
C1394,"Sai Menon Group",278.6,234
C1403,"Sai Khan Labs",278.6,234
C1406,"Vihaan Joshi Group",278.6,234
C1420,"Arun Gupta Technologies",278.6,234
C1011,"Rohan Iyer Solutions",262.68,262
C1025,"Diya Singh Labs",262.68,262
C1051,"Priya Gupta Labs",262.68,262
C1068,"Ananya Gupta Industries",262.68,262
C1109,"Kiara Verma Industries",262.68,262
C1147,"Vivaan Khan Technologies",262.68,262
C1289,"Karthik Patel Systems",262.68,262
C1292,"Divya Sharma Technologies",262.68,262
C1305,"Ananya Reddy Solutions",262.68,262
C1344,"Naveen Verma Technologies",262.68,262
C1357,"Saanvi Menon Labs",262.68,262
C1371,"Nikita Singh Technologies",262.68,262
C1402,"Rohan Reddy Industries",262.68,262
C1411,"Saanvi Verma Technologies",262.68,262
C1002,"Tara Sharma Technologies",246.76,276
C1015,"Sanjay Gupta Industries",246.76,276
C1024,"Vivaan Verma Solutions",246.76,276
C1038,"Sneha Menon Industries",246.76,276
C1044,"Krishna Bose Solutions",246.76,276
C1135,"Nikita Menon Solutions",246.76,276
C1161,"Sneha Das Systems",246.76,276
C1226,"Ishaan Patel Industries",246.76,276
C1231,"Aditya Patel Group",246.76,276
C1276,"Myra Reddy Industries",246.76,276
C1405,"Deepak Gupta Labs",246.76,276
C1413,"Kiara Joshi Solutions",246.76,276
C1157,"Meera Joshi Solutions",230.84,288
C1174,"Vivaan Verma Systems",230.84,288
C1181,"Isha Reddy Labs",230.84,288
C1228,"Kiara Sharma Solutions",230.84,288
C1287,"Farhan Nair Industries",230.84,288
C1301,"Sanjay Verma Industries",230.84,288
C1337,"Rohan Patel Systems",230.84,288
C1213,"Nikita Verma Labs",214.92,295
C1106,"Ananya Singh Group",199,296
C1219,"Tara Nair Group",160.72,297
C1253,"Karthik Rao Solutions",156.8,298
C1225,"Diya Patel Industries",129.36,299
C1196,"Ananya Singh Industries",99.96,300
C1354,"Vivaan Reddy Group",99.96,300
C1126,"Sneha Iyer Group",96.04,302
C1123,"Vihaan Joshi Solutions",92.12,303
C1383,"Myra Patel Solutions",92.12,303
C1066,"Ishaan Reddy Solutions",88.2,305
C1099,"Ishaan Patel Group",88.2,305
C1115,"Rahul Rao Labs",88.2,305
C1125,"Kiara Verma Systems",88.2,305
C1128,"Sneha Rao Industries",88.2,305
C1143,"Reyansh Menon Solutions",88.2,305
C1197,"Sanjay Menon Industries",88.2,305
C1238,"Tara Gupta Technologies",88.2,305
C1340,"Zoya Joshi Technologies",88.2,305
C1073,"Vivaan Menon Group",84.28,314
C1138,"Meera Sharma Labs",84.28,314
C1158,"Farhan Nair Labs",84.28,314
C1192,"Deepak Nair Technologies",84.28,314
C1218,"Reyansh Joshi Group",84.28,314
C1245,"Aadhya Sharma Labs",84.28,314
C1283,"Kiara Nair Industries",84.28,314
C1004,"Diya Joshi Labs",80.36,321
C1036,"Krishna Sharma Solutions",80.36,321
C1047,"Rohan Das Technologies",80.36,321
C1060,"Aarav Reddy Systems",80.36,321
C1069,"Aadhya Joshi Systems",80.36,321
C1077,"Krishna Nair Industries",80.36,321
C1083,"Deepak Das Group",80.36,321
C1114,"Aadhya Das Industries",80.36,321
C1116,"Isha Gupta Group",80.36,321
C1130,"Nikita Iyer Technologies",80.36,321
C1133,"Divya Nair Solutions",80.36,321
C1159,"Deepak Bose Systems",80.36,321
C1164,"Saanvi Menon Systems",80.36,321
C1221,"Rahul Gupta Solutions",80.36,321
C1268,"Deepak Patel Industries",80.36,321
C1279,"Divya Verma Solutions",80.36,321
C1309,"Diya Gupta Labs",80.36,321
C1021,"Vivaan Singh Systems",76.44,338
C1039,"Arjun Iyer Systems",76.44,338
C1057,"Reyansh Joshi Industries",76.44,338
C1078,"Rohan Patel Group",76.44,338
C1170,"Diya Verma Industries",76.44,338
C1173,"Kiara Bose Labs",76.44,338
C1216,"Nikita Khan Systems",76.44,338
C1326,"Naveen Sharma Labs",76.44,338
C1329,"Kavya Das Group",76.44,338
C1342,"Divya Joshi Systems",76.44,338
C1351,"Priya Gupta Systems",76.44,338
C1367,"Kiara Gupta Industries",76.44,338
C1095,"Aarav Das Industries",72.52,350
C1104,"Farhan Iyer Group",72.52,350
C1112,"Aarav Singh Labs",72.52,350
C1119,"Deepak Verma Systems",72.52,350
C1165,"Arjun Das Solutions",72.52,350
C1176,"Sneha Khan Technologies",72.52,350
C1177,"Isha Gupta Group",72.52,350
C1229,"Farhan Verma Technologies",72.52,350
C1236,"Saanvi Rao Industries",72.52,350
C1244,"Myra Sharma Industries",72.52,350
C1278,"Meera Sharma Industries",72.52,350
C1303,"Farhan Khan Systems",72.52,350
C1306,"Ananya Nair Systems",72.52,350
C1343,"Isha Iyer Technologies",72.52,350
C1347,"Deepak Khan Solutions",72.52,350
C1386,"Naveen Singh Technologies",72.52,350
C1014,"Rahul Patel Industries",68.6,366
C1020,"Saanvi Menon Group",68.6,366
C1055,"Arun Rao Technologies",68.6,366
C1064,"Riya Sharma Technologies",68.6,366
C1092,"Aman Sharma Solutions",68.6,366
C1097,"Diya Gupta Industries",68.6,366
C1108,"Saanvi Joshi Systems",68.6,366
C1139,"Arjun Menon Group",68.6,366
C1145,"Pooja Reddy Solutions",68.6,366
C1160,"Ishaan Singh Group",68.6,366
C1180,"Rahul Menon Labs",68.6,366
C1191,"Sai Patel Industries",68.6,366
C1234,"Farhan Singh Industries",68.6,366
C1235,"Vivaan Bose Technologies",68.6,366
C1321,"Nikita Sharma Group",68.6,366
C1323,"Pooja Verma Labs",68.6,366
C1353,"Farhan Gupta Labs",68.6,366
C1375,"Tara Bose Group",68.6,366
C1382,"Sai Singh Systems",68.6,366
C1391,"Nikita Verma Industries",68.6,366
C1408,"Aarav Reddy Labs",68.6,366
C1409,"Saanvi Iyer Industries",68.6,366
C1022,"Rahul Singh Technologies",64.68,388
C1058,"Riya Das Labs",64.68,388
C1070,"Kiara Das Solutions",64.68,388
C1081,"Ananya Nair Group",64.68,388
C1107,"Isha Nair Technologies",64.68,388
C1240,"Aadhya Gupta Group",64.68,388
C1243,"Aditya Patel Solutions",64.68,388
C1304,"Karthik Sharma Group",64.68,388
C1311,"Kavya Rao Labs",64.68,388
C1318,"Vihaan Sharma Labs",64.68,388
C1358,"Diya Das Systems",64.68,388
C1362,"Aditya Patel Solutions",64.68,388
C1392,"Ananya Rao Industries",64.68,388
C1017,"Rahul Reddy Solutions",60.76,401
C1032,"Naveen Menon Industries",60.76,401
C1042,"Meera Iyer Industries",60.76,401
C1087,"Diya Iyer Labs",60.76,401
C1179,"Sneha Iyer Solutions",60.76,401
C1200,"Kavya Rao Industries",60.76,401
C1208,"Deepak Das Group",60.76,401
C1215,"Zoya Patel Solutions",60.76,401
C1291,"Diya Rao Systems",60.76,401
C1360,"Deepak Gupta Group",60.76,401
C1373,"Naveen Patel Group",60.76,401
C1379,"Pooja Rao Labs",60.76,401
C1063,"Rahul Menon Systems",56.84,413
C1134,"Tara Reddy Industries",56.84,413
C1168,"Aditya Joshi Solutions",56.84,413
C1175,"Pooja Bose Solutions",56.84,413
C1210,"Deepak Patel Technologies",56.84,413
C1298,"Riya Menon Systems",56.84,413
C1315,"Arjun Das Solutions",52.92,419
C1368,"Priya Singh Solutions",52.92,419
