CustomerID,MRR,Seats,Logins,ActiveUsers,SessionMinutes,SatisfactionScore,Cluster,Segment
C1178,326.36,9.0,18.94736842105263,10.789473684210526,250.7947368421053,4.5,2,Low Engagement
C1179,60.76,4.0,4.285714285714286,2.0,149.79999999999998,5.0,0,High Value
C1180,68.6,6.0,12.909090909090908,8.545454545454545,181.0818181818182,1.0,0,High Value
C1181,230.84,3.0,16.25,8.5,181.45,4.5,2,Low Engagement
C1182,1978.68,5.0,2.3125,0.875,156.73125,3.75,0,High Value
C1183,402.8,17.0,5.777777777777778,2.888888888888889,149.10000000000002,6.0,0,High Value
C1184,818.36,9.0,9.142857142857142,4.714285714285714,253.34761904761905,3.5,3,Support Heavy
C1185,294.52,7.0,10.6,5.4,203.24,6.0,0,High Value
C1186,738.52,7.0,6.933333333333334,3.933333333333333,253.22666666666666,6.0,3,Support Heavy
C1187,578.84,3.0,20.9,12.2,297.59000000000003,5.5,2,Low Engagement
C1188,778.44,8.0,21.61111111111111,13.61111111111111,266.9222222222222,5.0,2,Low Engagement
C1189,310.44,8.0,3.8,1.8,120.85999999999999,3.0,0,High Value
C1190,342.28,10.0,2.3043478260869565,0.782608695652174,256.2913043478261,9.0,3,Support Heavy
C1191,68.6,6.0,18.923076923076923,10.076923076923077,249.33846153846156,6.5,2,Low Engagement
C1192,84.28,10.0,3.4444444444444446,1.7777777777777777,246.95555555555555,5.0,3,Support Heavy
C1193,278.6,6.0,3.6,2.0,299.71999999999997,5.0,3,Support Heavy
C1194,3957.3599999999997,10.0,10.5,6.2,155.55,5.2,1,Growing Users
C1195,2578.28,10.0,11.2,6.0,233.445,5.2,1,Growing Users
C1196,99.96,14.0,1.5,0.5,147.45,7.333333333333333,0,High Value
C1197,88.2,11.0,9.555555555555555,5.444444444444445,272.84444444444443,5.333333333333333,3,Support Heavy
C1198,2218.52,7.0,17.952380952380953,8.523809523809524,255.61904761904762,6.5,1,Growing Users
C1199,278.6,6.0,2.4,1.0,248.28000000000003,5.0,3,Support Heavy
C1200,60.76,4.0,10.5,3.5,223.95,4.666666666666667,3,Support Heavy
C1201,1858.76,4.0,20.0,9.0,337.2,5.5,2,Low Engagement
C1202,1112.88,16.0,18.0,6.0,335.6,5.0,1,Growing Users
C1203,858.28,10.0,12.0,7.333333333333333,273.6666666666667,7.0,2,Low Engagement
C1204,2338.44,8.0,14.478260869565217,8.782608695652174,270.2217391304348,5.666666666666667,1,Growing Users
C1205,778.44,8.0,7.25,3.9166666666666665,168.5,6.0,0,High Value
C1206,738.52,7.0,16.61904761904762,9.476190476190476,249.80476190476193,5.666666666666667,2,Low Engagement
C1207,310.44,8.0,17.761904761904763,8.857142857142858,246.96666666666667,5.0,2,Low Engagement
C1208,60.76,4.0,1.75,1.0,159.9,5.5,0,High Value
C1209,658.68,5.0,5.0,2.5,224.76666666666665,7.0,3,Support Heavy
C1210,56.84,3.0,4.5,2.25,121.5875,5.0,0,High Value
C1211,294.52,7.0,17.333333333333332,8.333333333333334,337.1333333333333,5.0,2,Low Engagement
C1212,538.92,2.0,9.736842105263158,5.578947368421052,260.9263157894737,7.5,3,Support Heavy
C1213,214.92,2.0,8.5,6.5,217.65,6.0,3,Support Heavy
C1214,405.96,14.0,15.5,9.5,252.75,6.166666666666667,2,Low Engagement
C1215,60.76,4.0,3.6,1.2,278.4,5.2,3,Support Heavy
C1216,76.44,8.0,5.470588235294118,2.823529411764706,264.5705882352941,5.333333333333333,3,Support Heavy
C1217,1858.76,4.0,13.25,7.916666666666667,181.57500000000002,5.2,1,Growing Users
C1219,160.72,18.0,7.35,4.0,226.74,7.0,3,Support Heavy
C1220,658.68,5.0,11.347826086956522,6.478260869565218,256.2608695652174,4.6,3,Support Heavy
C1221,80.36,9.0,6.75,3.5,112.3375,6.333333333333333,0,High Value
C1222,818.36,9.0,13.25,8.75,253.325,4.75,2,Low Engagement
C1223,278.6,6.0,19.8,12.2,266.93999999999994,7.5,2,Low Engagement
C1225,129.36,10.0,10.058823529411764,6.117647058823529,212.33529411764704,6.25,3,Support Heavy
C1226,246.76,4.0,7.95,4.7,232.375,9.0,3,Support Heavy
C1227,698.6,6.0,6.4,4.0,156.8,6.5,0,High Value
C1228,230.84,3.0,1.4545454545454546,0.45454545454545453,172.52727272727273,4.666666666666667,0,High Value
C1229,72.52,7.0,7.454545454545454,4.454545454545454,248.7,1.5,3,Support Heavy
C1230,1009.04,14.0,5.117647058823529,2.588235294117647,170.71176470588236,6.666666666666667,0,High Value
C1231,246.76,4.0,15.384615384615385,8.0,250.23076923076923,5.5,2,Low Engagement
C1232,738.52,7.0,12.0,7.0,360.0333333333333,7.0,2,Low Engagement
C1233,578.84,3.0,13.4,6.6,267.24,7.333333333333333,2,Low Engagement
C1234,68.6,6.0,21.85,12.7,258.7,6.0,2,Low Engagement
C1235,68.6,6.0,3.2857142857142856,1.2857142857142858,237.08571428571426,5.5,3,Support Heavy
C1236,72.52,7.0,6.6,4.2,130.7,5.5,0,High Value
C1237,358.2,11.0,24.5,11.5,234.65,7.333333333333333,2,Low Engagement
C1238,88.2,11.0,6.9,3.7,177.035,4.0,0,High Value
C1239,1738.84,3.0,9.75,4.0,188.325,6.4,0,High Value
C1241,2098.6,6.0,11.823529411764707,6.9411764705882355,169.23529411764707,6.0,1,Growing Users
C1242,2648.88,16.0,3.5,1.5,292.4,5.333333333333333,1,Growing Users
C1243,64.68,5.0,19.0,11.23076923076923,288.2307692307692,5.0,2,Low Engagement
C1244,72.52,7.0,5.0,3.0,191.4,5.0,0,High Value
C1245,84.28,10.0,8.0,6.0,135.0,5.142857142857143,0,High Value
C1246,618.76,4.0,19.272727272727273,13.636363636363637,240.9909090909091,7.5,2,Low Engagement
C1247,738.52,7.0,10.4,6.4,321.36,4.6,3,Support Heavy
C1248,738.52,7.0,13.11111111111111,8.666666666666666,228.13333333333333,5.5,2,Low Engagement
C1249,698.6,6.0,13.666666666666666,7.0476190476190474,251.14285714285714,5.5,2,Low Engagement
C1250,1978.68,5.0,12.416666666666666,6.166666666666667,253.6833333333333,5.6,1,Growing Users
C1251,818.36,9.0,7.863636363636363,4.636363636363637,248.87727272727273,5.0,3,Support Heavy
C1252,2098.6,6.0,6.944444444444445,3.2222222222222223,142.83888888888887,4.0,0,High Value
C1253,156.8,17.0,6.0,3.0,150.81428571428572,6.25,0,High Value
C1254,310.44,8.0,7.809523809523809,4.238095238095238,228.65714285714287,5.0,3,Support Heavy
C1255,310.44,8.0,1.0,0.0,178.96666666666667,8.0,0,High Value
C1256,1978.68,5.0,10.2,5.3,267.56,4.75,1,Growing Users
C1257,1858.76,4.0,7.5,3.0,129.775,5.2,0,High Value
C1258,658.68,5.0,2.4,0.6,148.74,7.0,0,High Value
C1259,778.44,8.0,21.666666666666668,15.333333333333334,281.93333333333334,6.0,2,Low Engagement
C1260,818.36,7.0,10.052631578947368,5.315789473684211,265.69473684210527,6.25,3,Support Heavy
C1261,1978.68,5.0,14.25,7.75,86.3,5.0,0,High Value
C1262,342.28,10.0,16.11111111111111,9.555555555555555,241.5111111111111,6.0,2,Low Engagement
C1264,698.6,6.0,20.0,9.666666666666666,249.16666666666666,6.4,2,Low Engagement
C1265,294.52,7.0,4.2,2.2666666666666666,247.05333333333334,3.25,3,Support Heavy
C1266,342.28,10.0,17.5,9.777777777777779,260.7388888888889,7.0,2,Low Engagement
C1267,2098.6,6.0,6.5,3.6666666666666665,98.16666666666667,5.6,0,High Value
C1268,80.36,9.0,14.588235294117647,8.529411764705882,294.8294117647059,9.0,2,Low Engagement
C1269,294.52,7.0,7.0,3.6666666666666665,192.57500000000002,4.0,0,High Value
C1270,294.52,7.0,16.285714285714285,9.857142857142858,253.08571428571426,4.333333333333333,2,Low Engagement
C1271,294.52,7.0,18.0,14.0,424.2,6.0,2,Low Engagement
C1272,2218.52,7.0,4.222222222222222,1.6666666666666667,280.3888888888889,4.8,1,Growing Users
C1273,818.36,9.0,7.954545454545454,3.772727272727273,255.85,4.5,3,Support Heavy
C1274,342.28,10.0,10.333333333333334,3.0,212.80000000000004,2.0,3,Support Heavy
C1275,1499.0,1.0,10.692307692307692,7.0,190.41538461538462,7.0,0,High Value
C1276,246.76,4.0,11.0,6.2,196.12,7.0,0,High Value
C1277,294.52,8.0,4.684210526315789,2.1578947368421053,176.0578947368421,5.666666666666667,0,High Value
C1278,72.52,7.0,2.727272727272727,1.4545454545454546,173.9090909090909,8.0,0,High Value
C1279,80.36,9.0,4.142857142857143,1.7142857142857142,167.5142857142857,5.333333333333333,0,High Value
C1280,278.6,6.0,17.77777777777778,9.333333333333334,222.34444444444443,5.0,2,Low Engagement
C1281,2098.6,6.0,2.125,0.5,173.075,3.0,0,High Value
C1282,1978.68,5.0,11.0,7.0,297.4,5.0,1,Growing Users
C1283,84.28,10.0,5.190476190476191,2.2857142857142856,246.93333333333334,3.0,3,Support Heavy
C1284,1978.68,5.0,23.0,16.0,301.8,4.333333333333333,2,Low Engagement
C1285,778.44,8.0,2.2,0.65,263.385,5.5,3,Support Heavy
C1286,326.36,9.0,7.2,4.266666666666667,298.0933333333333,7.0,3,Support Heavy
C1287,230.84,3.0,2.3333333333333335,0.6,145.67999999999998,4.25,0,High Value
C1288,1618.92,2.0,16.25,9.25,310.475,9.0,2,Low Engagement
C1289,262.68,5.0,4.304347826086956,2.3043478260869565,255.58260869565217,5.0,3,Support Heavy
C1290,2578.28,10.0,21.45,13.15,265.625,7.25,1,Growing Users
C1291,60.76,4.0,19.0,16.0,279.85,7.75,2,Low Engagement
C1292,262.68,5.0,21.142857142857142,13.428571428571429,248.94285714285712,5.25,2,Low Engagement
C1293,278.6,6.0,3.7142857142857144,1.7142857142857142,232.58571428571432,6.0,3,Support Heavy
C1294,358.2,11.0,6.75,4.0,119.2625,6.0,0,High Value
C1296,658.68,5.0,11.73913043478261,7.260869565217392,240.5782608695652,7.25,2,Low Engagement
C1297,698.6,6.0,15.5625,8.0625,243.3,5.6,2,Low Engagement
C1298,56.84,3.0,4.095238095238095,2.4761904761904763,274.93809523809523,6.5,3,Support Heavy
C1299,374.12,12.0,5.294117647058823,2.2941176470588234,238.30588235294115,6.0,3,Support Heavy
C1300,278.6,6.0,20.0,12.052631578947368,256.1157894736842,6.666666666666667,2,Low Engagement
C1301,230.84,3.0,2.2,0.4,162.46,7.5,0,High Value
C1302,778.44,8.0,9.625,6.25,228.1875,4.333333333333333,3,Support Heavy
C1303,72.52,7.0,6.705882352941177,3.2941176470588234,221.6764705882353,4.857142857142857,3,Support Heavy
C1304,64.68,5.0,4.466666666666667,2.6666666666666665,260.32666666666665,3.5,3,Support Heavy
C1305,262.68,7.0,1.5,0.5,226.45,4.4,3,Support Heavy
C1306,72.52,7.0,8.285714285714286,3.5714285714285716,259.95714285714286,7.0,3,Support Heavy
C1307,278.6,6.0,19.875,12.9375,224.73125,6.5,2,Low Engagement
C1308,2458.36,9.0,3.3333333333333335,1.5,316.65000000000003,6.0,1,Growing Users
C1309,80.36,9.0,7.956521739130435,4.6521739130434785,270.4086956521739,7.333333333333333,3,Support Heavy
C1310,778.44,8.0,9.0,4.0,252.06,4.666666666666667,3,Support Heavy
C1311,64.68,5.0,2.25,0.75,172.125,6.0,0,High Value
C1312,326.36,9.0,4.6923076923076925,2.076923076923077,311.6461538461539,5.2,3,Support Heavy
C1313,1978.68,5.0,16.57894736842105,9.263157894736842,266.9842105263158,6.0,1,Growing Users
C1314,310.44,8.0,13.666666666666666,7.541666666666667,263.85833333333335,6.0,2,Low Engagement
C1315,52.92,2.0,15.333333333333334,9.0,275.48333333333335,6.0,2,Low Engagement
C1316,342.28,10.0,3.2941176470588234,1.411764705882353,250.04117647058823,4.5,3,Support Heavy
C1317,326.36,9.0,5.8,3.0,243.95999999999998,4.75,3,Support Heavy
C1318,64.68,5.0,8.125,4.375,256.3,6.0,3,Support Heavy
C1319,294.52,6.0,11.8,6.4,224.4,5.5,3,Support Heavy
C1320,326.36,9.0,13.5,7.875,129.6625,3.0,0,High Value
C1321,68.6,6.0,11.6,6.8,256.34000000000003,4.6,3,Support Heavy
C1322,294.52,7.0,11.6875,6.4375,222.25,5.8,3,Support Heavy
C1323,68.6,6.0,7.933333333333334,4.733333333333333,258.97999999999996,7.0,3,Support Heavy
C1324,2458.36,9.0,20.17391304347826,12.217391304347826,266.83478260869566,4.75,1,Growing Users
C1325,2338.44,8.0,4.55,2.4,268.61,5.0,1,Growing Users
C1326,76.44,8.0,17.045454545454547,9.090909090909092,257.0772727272727,4.0,2,Low Engagement
C1327,2098.6,6.0,11.708333333333334,7.5,287.8125,5.4,1,Growing Users
C1328,342.28,10.0,9.583333333333334,6.0,188.025,3.75,0,High Value
C1329,76.44,8.0,3.2857142857142856,1.1428571428571428,195.20000000000002,4.333333333333333,3,Support Heavy
C1330,538.92,2.0,3.05,1.25,262.085,3.0,3,Support Heavy
C1331,310.44,8.0,9.529411764705882,5.117647058823529,164.63529411764705,5.5,0,High Value
C1332,618.76,4.0,23.5,9.5,322.54999999999995,3.0,2,Low Engagement
C1333,278.6,6.0,11.142857142857142,6.285714285714286,151.21428571428572,4.4,0,High Value
C1335,778.44,8.0,21.823529411764707,13.235294117647058,227.86470588235292,4.75,2,Low Engagement
