CustomerID,CompanyName,TotalMRR,Logins,ActiveUsers,SessionMinutes,TicketCount,Satisfaction,RiskScore,RiskLevel
C1030,Rohan Bose Solutions,2458.36,18.857142857142858,11.0,270.2857142857143,2,6.0,0,Minimal
C1033,Arun Sharma Industries,342.28,10.428571428571429,6.642857142857143,266.45,5,5.4,20,Low
C1035,Arjun Gupta Industries,1978.68,9.0,5.105263157894737,284.2421052631579,7,5.571428571428571,20,Low
C1036,Krishna Sharma Solutions,80.36,9.882352941176471,6.0,232.74117647058824,6,5.833333333333333,20,Low
C1037,Diya Das Industries,1978.68,3.8181818181818183,2.090909090909091,173.79090909090908,3,5.666666666666667,60,High
C1038,Sneha Menon Industries,246.76,5.071428571428571,2.7142857142857144,134.1357142857143,4,4.25,100,Critical
C1039,Arjun Iyer Systems,76.44,3.772727272727273,1.9090909090909092,244.15454545454543,2,6.5,40,Medium
C1040,Reyansh Nair Labs,326.36,8.363636363636363,4.545454545454546,231.4181818181818,4,5.75,20,Low
C1041,Sanjay Khan Systems,437.8,8.538461538461538,4.3076923076923075,243.34615384615384,2,5.5,0,Minimal
C1042,Meera Iyer Industries,60.76,15.55,9.15,259.895,3,6.0,0,Minimal
C1043,Aadhya Khan Systems,698.6,9.61111111111111,5.5,183.34444444444443,2,4.0,40,Medium
C1044,Krishna Bose Solutions,246.76,13.0,6.833333333333333,180.86666666666667,3,5.0,20,Low
C1045,Kavya Verma Solutions,2578.28,8.714285714285714,4.285714285714286,241.20000000000002,5,6.4,20,Low
C1046,Tara Patel Industries,294.52,2.1875,0.625,165.7875,6,5.833333333333333,80,Critical
C1047,Rohan Das Technologies,80.36,20.0,10.285714285714286,233.7428571428571,1,5.0,0,Minimal
C1048,Aman Singh Labs,658.68,3.4444444444444446,1.6111111111111112,193.27222222222224,3,5.0,60,High
C1049,Farhan Gupta Labs,4676.88,10.666666666666666,6.0,228.63333333333335,7,6.714285714285714,20,Low
C1050,Arun Khan Solutions,1825.3600000000001,9.181818181818182,4.636363636363637,203.86363636363637,3,6.0,0,Minimal
C1051,Priya Gupta Labs,262.68,18.4,10.4,257.26,5,7.2,20,Low
C1052,Aadhya Reddy Labs,390.04,11.5,7.375,266.4875,4,5.25,20,Low
C1053,Sanjay Joshi Group,310.44,5.6,2.8666666666666667,134.4933333333333,2,6.5,20,Low
C1054,Arjun Bose Group,818.36,7.0,4.5,412.45,3,5.333333333333333,0,Minimal
C1055,Arun Rao Technologies,68.6,7.444444444444445,3.5555555555555554,145.66111111111113,3,6.0,20,Low
C1056,Kavya Rao Systems,658.68,2.3333333333333335,1.0,280.2833333333333,4,4.5,80,Critical
C1057,Reyansh Joshi Industries,76.44,18.571428571428573,9.714285714285714,219.79285714285714,1,9.0,0,Minimal
C1058,Riya Das Labs,64.68,9.0,4.6,144.8,1,9.0,20,Low
C1059,Myra Verma Labs,658.68,18.833333333333332,11.833333333333334,264.55,2,6.5,0,Minimal
C1060,Aarav Reddy Systems,80.36,21.38888888888889,12.444444444444445,243.0388888888889,2,5.5,0,Minimal
C1061,Isha Gupta Group,310.44,14.0,8.31578947368421,271.32631578947365,2,6.5,0,Minimal
C1062,Kavya Das Solutions,358.2,2.0,0.6666666666666666,146.0,2,5.0,60,High
C1063,Rahul Menon Systems,56.84,5.2,2.5,146.06,4,4.75,100,Critical
C1064,Riya Sharma Technologies,68.6,8.8,3.9,254.6,1,8.0,0,Minimal
C1065,Priya Verma Systems,898.2,6.0,3.1333333333333333,273.18,4,6.25,20,Low
C1066,Ishaan Reddy Solutions,88.2,5.333333333333333,2.6666666666666665,234.61666666666667,3,3.3333333333333335,60,High
C1067,Tara Khan Group,326.36,12.636363636363637,7.545454545454546,214.62727272727273,6,5.833333333333333,20,Low
C1068,Ananya Gupta Industries,262.68,2.5,0.5,312.79999999999995,2,5.5,40,Medium
C1069,Aadhya Joshi Systems,80.36,15.411764705882353,8.294117647058824,267.58235294117645,2,7.5,0,Minimal
C1071,Arjun Patel Labs,326.36,20.5,10.25,242.325,4,6.0,20,Low
C1072,Rohan Gupta Technologies,278.6,17.523809523809526,10.047619047619047,232.34285714285713,8,5.75,20,Low
C1073,Vivaan Menon Group,84.28,8.823529411764707,5.0588235294117645,276.40588235294115,4,3.25,40,Medium
C1074,Priya Khan Group,294.52,7.333333333333333,4.0,215.66666666666666,5,4.4,40,Medium
C1075,Ishaan Khan Industries,738.52,4.875,2.75,253.825,5,6.6,60,High
C1076,Arun Khan Labs,2542.6400000000003,12.125,5.75,149.575,3,4.0,40,Medium
C1077,Krishna Nair Industries,80.36,6.4,3.5,231.76,4,7.5,20,Low
C1078,Rohan Patel Group,76.44,3.2,1.3,228.05,8,6.0,60,High
C1079,Arun Rao Industries,778.44,12.166666666666666,7.166666666666667,218.1,5,7.2,20,Low
C1080,Rohan Sharma Group,310.44,3.625,1.75,227.14999999999998,2,5.5,40,Medium
C1081,Ananya Nair Group,64.68,2.3333333333333335,0.8888888888888888,240.5222222222222,3,6.666666666666667,40,Medium
C1082,Aadhya Nair Systems,294.52,13.142857142857142,5.857142857142857,284.87142857142857,6,4.333333333333333,40,Medium
C1083,Deepak Das Group,80.36,6.3,3.1,261.63,1,5.0,0,Minimal
C1085,Aditya Reddy Group,618.76,13.625,7.5,158.63750000000002,2,8.0,20,Low
C1086,Karthik Sharma Systems,818.36,2.1904761904761907,1.0,247.0857142857143,2,2.5,60,High
C1087,Diya Iyer Labs,60.76,5.0,3.0,184.5,4,5.75,60,High
C1088,Reyansh Das Technologies,310.44,3.4210526315789473,1.631578947368421,230.11052631578949,3,6.333333333333333,40,Medium
C1089,Reyansh Bose Solutions,294.52,2.75,1.125,320.4875,4,7.5,60,High
C1090,Aarav Menon Group,326.36,3.0,1.3333333333333333,183.9333333333333,3,6.333333333333333,60,High
C1091,Myra Nair Solutions,618.76,6.5,3.0,369.54999999999995,3,1.0,20,Low
C1092,Aman Sharma Solutions,68.6,7.0,2.0,221.8,2,4.5,40,Medium
C1093,Aarav Joshi Technologies,658.68,13.15,7.95,284.40999999999997,5,5.4,20,Low
C1094,Isha Nair Solutions,1858.76,17.136363636363637,9.363636363636363,248.61363636363637,2,5.0,0,Minimal
C1095,Aarav Das Industries,72.52,7.391304347826087,4.0,227.16086956521738,2,2.0,20,Low
C1096,Deepak Gupta Labs,310.44,15.1,7.5,254.92,5,6.4,20,Low
C1097,Diya Gupta Industries,68.6,4.0,2.0,350.7,5,7.0,60,High
C1098,Myra Nair Systems,818.36,8.666666666666666,4.222222222222222,284.4111111111111,3,5.0,0,Minimal
C1099,Ishaan Patel Group,88.2,5.3076923076923075,2.5384615384615383,149.09230769230768,3,6.333333333333333,60,High
C1100,Priya Gupta Solutions,2098.6,16.5,8.333333333333334,246.26666666666665,2,4.5,20,Low
C1101,Zoya Bose Industries,294.52,7.217391304347826,3.739130434782609,244.4086956521739,2,4.0,20,Low
C1102,Deepak Iyer Solutions,2218.52,14.954545454545455,8.227272727272727,240.34545454545452,2,6.5,0,Minimal
C1103,Pooja Menon Group,3057.96,11.38888888888889,7.055555555555555,251.96666666666664,2,5.0,0,Minimal
C1104,Farhan Iyer Group,72.52,4.666666666666667,2.0,243.9333333333333,1,2.0,60,High
C1105,Riya Gupta Labs,698.6,9.083333333333334,5.0,255.6291666666667,2,6.5,0,Minimal
C1106,Ananya Singh Group,199.0,4.75,2.75,265.70000000000005,3,4.333333333333333,60,High
C1107,Isha Nair Technologies,64.68,10.076923076923077,5.230769230769231,128.42307692307693,4,4.75,60,High
C1108,Saanvi Joshi Systems,68.6,13.291666666666666,8.125,248.1,2,8.5,0,Minimal
C1109,Kiara Verma Industries,262.68,17.26086956521739,9.478260869565217,237.0608695652174,6,6.166666666666667,20,Low
C1110,Tara Sharma Solutions,294.52,11.666666666666666,6.166666666666667,300.6333333333333,1,7.0,0,Minimal
C1111,Priya Khan Industries,658.68,13.857142857142858,8.142857142857142,293.65714285714284,6,5.166666666666667,20,Low
C1112,Aarav Singh Labs,72.52,12.3125,7.1875,131.1,7,6.0,40,Medium
C1113,Riya Iyer Technologies,2578.28,18.75,14.5,224.575,5,5.0,20,Low
C1114,Aadhya Das Industries,80.36,21.5,13.5,355.95,2,4.5,20,Low
C1115,Rahul Rao Labs,88.2,8.0,2.75,231.42499999999998,5,6.0,40,Medium
C1116,Isha Gupta Group,80.36,3.0,2.0,206.0,5,5.2,60,High
C1117,Arun Gupta Labs,738.52,7.0,5.0,279.7,3,4.666666666666667,20,Low
C1118,Ishaan Reddy Group,278.6,4.166666666666667,1.5,215.79999999999998,1,2.0,60,High
C1119,Deepak Verma Systems,72.52,7.944444444444445,4.333333333333333,248.10000000000002,3,7.333333333333333,0,Minimal
C1120,Pooja Rao Solutions,310.44,7.571428571428571,4.428571428571429,298.7714285714286,2,5.0,0,Minimal
C1121,Ishaan Singh Group,1858.76,17.19047619047619,9.047619047619047,266.49523809523805,3,6.0,0,Minimal
C1122,Aarav Gupta Technologies,310.44,6.375,3.25,164.5875,3,5.0,20,Low
C1123,Vihaan Joshi Solutions,92.12,12.875,8.0,280.725,5,5.0,20,Low
C1124,Krishna Sharma Systems,278.6,5.4,3.2,310.65999999999997,1,6.0,20,Low
C1125,Kiara Verma Systems,88.2,12.214285714285714,6.928571428571429,138.44285714285715,5,5.6,40,Medium
C1126,Sneha Iyer Group,96.04,13.2,8.733333333333333,268.49333333333334,4,5.25,20,Low
C1127,Divya Gupta Labs,278.6,17.3,9.1,241.11999999999998,6,4.166666666666667,40,Medium
C1128,Sneha Rao Industries,88.2,20.3125,11.6875,241.3875,2,6.5,0,Minimal
C1129,Farhan Reddy Labs,858.28,7.125,4.0,214.6625,3,6.333333333333333,0,Minimal
C1130,Nikita Iyer Technologies,80.36,18.1,10.8,261.88,3,8.333333333333334,0,Minimal
C1131,Aditya Menon Industries,525.36,6.142857142857143,3.0952380952380953,197.4047619047619,4,4.75,40,Medium
C1134,Tara Reddy Industries,56.84,18.875,9.666666666666666,246.07500000000002,6,5.666666666666667,20,Low
C1135,Nikita Menon Solutions,246.76,11.357142857142858,6.785714285714286,233.9857142857143,3,4.666666666666667,20,Low
C1137,Arun Verma Labs,342.28,13.75,7.75,170.825,6,5.5,40,Medium
C1138,Meera Sharma Labs,84.28,16.666666666666668,8.333333333333334,200.43333333333337,5,5.0,20,Low
C1139,Arjun Menon Group,68.6,11.722222222222221,6.0,275.17777777777775,4,5.25,20,Low
C1140,Aarav Nair Systems,278.6,9.0,3.75,195.425,7,5.285714285714286,20,Low
C1141,Ananya Joshi Industries,278.6,5.913043478260869,3.0869565217391304,295.21304347826083,4,4.0,40,Medium
C1142,Kavya Reddy Technologies,326.36,12.272727272727273,6.863636363636363,264.69545454545454,4,6.75,20,Low
C1143,Reyansh Menon Solutions,88.2,6.125,3.25,147.14375,4,4.5,60,High
C1144,Aditya Sharma Technologies,2698.2,18.0,10.916666666666666,283.10833333333335,3,5.0,0,Minimal
C1145,Pooja Reddy Solutions,68.6,14.227272727272727,7.681818181818182,277.54090909090905,5,5.0,20,Low
C1146,Priya Iyer Technologies,294.52,5.5,2.8333333333333335,244.19583333333333,2,3.5,20,Low
C1147,Vivaan Khan Technologies,262.68,12.357142857142858,6.071428571428571,285.2142857142857,2,4.5,20,Low
C1148,Divya Bose Solutions,778.44,4.5,1.75,208.20000000000002,1,3.0,60,High
C1149,Vivaan Verma Technologies,1978.68,3.380952380952381,1.8571428571428572,281.87142857142857,5,5.0,60,High
C1151,Aman Gupta Solutions,778.44,7.764705882352941,4.529411764705882,111.0,1,2.0,40,Medium
C1152,Nikita Verma Technologies,294.52,3.8,1.4,177.34,5,5.2,80,Critical
C1153,Aadhya Patel Solutions,618.76,6.0,2.2,231.35999999999999,1,8.0,20,Low
C1154,Kiara Das Group,723.3599999999999,2.6666666666666665,1.3333333333333333,219.30000000000004,1,6.0,40,Medium
C1155,Naveen Verma Technologies,2098.6,6.0625,2.875,270.1875,3,6.666666666666667,0,Minimal
C1156,Diya Sharma Technologies,2218.52,8.5,4.6,297.44,2,6.5,0,Minimal
C1157,Meera Joshi Solutions,230.84,6.909090909090909,3.5454545454545454,237.36363636363637,6,5.166666666666667,20,Low
C1158,Farhan Nair Labs,84.28,9.136363636363637,4.409090909090909,231.14545454545453,3,5.666666666666667,0,Minimal
C1159,Deepak Bose Systems,80.36,12.5,6.5,238.2,6,5.333333333333333,20,Low
C1160,Ishaan Singh Group,68.6,10.0,4.0,228.8,4,5.0,20,Low
C1161,Sneha Das Systems,246.76,2.75,1.125,282.5125,3,4.0,60,High
C1162,Divya Nair Technologies,2098.6,6.5,3.5,137.79999999999998,3,5.666666666666667,20,Low
C1163,Meera Menon Industries,278.6,5.5625,2.8125,248.9625,3,4.0,40,Medium
C1164,Saanvi Menon Systems,80.36,17.0,9.266666666666667,249.8,3,4.666666666666667,20,Low
C1165,Arjun Das Solutions,72.52,15.3,9.3,251.84,5,5.4,20,Low
C1166,Deepak Joshi Industries,2338.44,6.2,4.2,209.94,3,4.0,20,Low
C1167,Aarav Patel Labs,278.6,3.142857142857143,1.2380952380952381,234.7047619047619,4,6.75,60,High
C1168,Aditya Joshi Solutions,56.84,21.2,10.933333333333334,263.61333333333334,2,6.5,0,Minimal
C1169,Reyansh Menon Solutions,658.68,4.0,1.75,273.725,3,9.333333333333334,40,Medium
C1170,Diya Verma Industries,76.44,12.333333333333334,7.666666666666667,152.11666666666667,2,4.5,40,Medium
C1173,Kiara Bose Labs,76.44,8.75,5.0,142.85,1,5.0,20,Low
C1174,Vivaan Verma Systems,230.84,12.6,5.6,187.14000000000001,6,6.0,40,Medium
C1175,Pooja Bose Solutions,56.84,5.15,2.35,234.58,7,5.714285714285714,60,High
C1176,Sneha Khan Technologies,72.52,12.0,5.8,159.62,5,4.8,40,Medium
C1177,Isha Gupta Group,72.52,17.5,11.142857142857142,291.5285714285714,5,5.2,20,Low
C1178,Isha Menon Solutions,326.36,18.94736842105263,10.789473684210526,250.7947368421053,2,4.5,20,Low
C1179,Sneha Iyer Solutions,60.76,4.285714285714286,2.0,149.79999999999998,3,5.0,60,High
C1180,Rahul Menon Labs,68.6,12.909090909090908,8.545454545454545,181.0818181818182,1,1.0,40,Medium
C1181,Isha Reddy Labs,230.84,16.25,8.5,181.45,2,4.5,40,Medium
C1182,Arun Menon Labs,1978.68,2.3125,0.875,156.73125,4,3.75,100,Critical
C1183,Sanjay Gupta Labs,402.8,5.777777777777778,2.888888888888889,149.10000000000002,3,6.0,20,Low
C1184,Meera Verma Group,818.36,9.142857142857142,4.714285714285714,253.34761904761905,2,3.5,20,Low
C1185,Zoya Rao Labs,294.52,10.6,5.4,203.24,3,6.0,0,Minimal
C1186,Diya Rao Technologies,738.52,6.933333333333334,3.933333333333333,253.22666666666666,3,6.0,0,Minimal
C1187,Pooja Gupta Group,578.84,20.9,12.2,297.59000000000003,2,5.5,0,Minimal
C1188,Tara Rao Industries,778.44,21.61111111111111,13.61111111111111,266.9222222222222,4,5.0,20,Low
C1189,Kiara Patel Group,310.44,3.8,1.8,120.85999999999999,1,3.0,80,Critical
C1190,Myra Joshi Solutions,342.28,2.3043478260869565,0.782608695652174,256.2913043478261,1,9.0,40,Medium
C1191,Sai Patel Industries,68.6,18.923076923076923,10.076923076923077,249.33846153846156,2,6.5,0,Minimal
C1192,Deepak Nair Technologies,84.28,3.4444444444444446,1.7777777777777777,246.95555555555555,4,5.0,60,High
C1193,Diya Menon Systems,278.6,3.6,2.0,299.71999999999997,2,5.0,40,Medium
C1194,Zoya Bose Group,3957.3599999999997,10.5,6.2,155.55,5,5.2,40,Medium
C1195,Aman Gupta Labs,2578.28,11.2,6.0,233.445,5,5.2,20,Low
C1196,Ananya Singh Industries,99.96,1.5,0.5,147.45,3,7.333333333333333,60,High
C1197,Sanjay Menon Industries,88.2,9.555555555555555,5.444444444444445,272.84444444444443,6,5.333333333333333,20,Low
C1198,Ananya Sharma Labs,2218.52,17.952380952380953,8.523809523809524,255.61904761904762,6,6.5,20,Low
C1199,Aman Singh Labs,278.6,2.4,1.0,248.28000000000003,1,5.0,40,Medium
C1200,Kavya Rao Industries,60.76,10.5,3.5,223.95,3,4.666666666666667,20,Low
C1201,Naveen Patel Labs,1858.76,20.0,9.0,337.2,4,5.5,20,Low
C1202,Karthik Iyer Labs,1112.88,18.0,6.0,335.6,1,5.0,0,Minimal
C1203,Saanvi Reddy Industries,858.28,12.0,7.333333333333333,273.6666666666667,2,7.0,0,Minimal
C1204,Aman Reddy Systems,2338.44,14.478260869565217,8.782608695652174,270.2217391304348,3,5.666666666666667,0,Minimal
C1205,Isha Joshi Labs,778.44,7.25,3.9166666666666665,168.5,1,6.0,20,Low
C1206,Zoya Gupta Group,738.52,16.61904761904762,9.476190476190476,249.80476190476193,9,5.666666666666667,20,Low
C1207,Sneha Gupta Technologies,310.44,17.761904761904763,8.857142857142858,246.96666666666667,3,5.0,0,Minimal
C1208,Deepak Das Group,60.76,1.75,1.0,159.9,2,5.5,60,High
C1209,Rahul Khan Systems,658.68,5.0,2.5,224.76666666666665,1,7.0,40,Medium
C1210,Deepak Patel Technologies,56.84,4.5,2.25,121.5875,3,5.0,60,High
C1211,Krishna Iyer Solutions,294.52,17.333333333333332,8.333333333333334,337.1333333333333,1,5.0,0,Minimal
C1212,Sai Verma Solutions,538.92,9.736842105263158,5.578947368421052,260.9263157894737,4,7.5,20,Low
C1213,Nikita Verma Labs,214.92,8.5,6.5,217.65,1,6.0,0,Minimal
C1214,Sneha Sharma Technologies,405.96,15.5,9.5,252.75,6,6.166666666666667,20,Low
C1215,Zoya Patel Solutions,60.76,3.6,1.2,278.4,5,5.2,60,High
C1216,Nikita Khan Systems,76.44,5.470588235294118,2.823529411764706,264.5705882352941,3,5.333333333333333,20,Low
C1217,Sai Iyer Industries,1858.76,13.25,7.916666666666667,181.57500000000002,5,5.2,40,Medium
C1219,Tara Nair Group,160.72,7.35,4.0,226.74,2,7.0,0,Minimal
C1220,Diya Rao Solutions,658.68,11.347826086956522,6.478260869565218,256.2608695652174,5,4.6,40,Medium
C1221,Rahul Gupta Solutions,80.36,6.75,3.5,112.3375,3,6.333333333333333,20,Low
C1222,Aarav Verma Labs,818.36,13.25,8.75,253.325,4,4.75,40,Medium
C1223,Vihaan Joshi Industries,278.6,19.8,12.2,266.93999999999994,2,7.5,0,Minimal
C1225,Diya Patel Industries,129.36,10.058823529411764,6.117647058823529,212.33529411764704,4,6.25,20,Low
C1226,Ishaan Patel Industries,246.76,7.95,4.7,232.375,1,9.0,0,Minimal
C1227,Karthik Das Industries,698.6,6.4,4.0,156.8,2,6.5,20,Low
C1228,Kiara Sharma Solutions,230.84,1.4545454545454546,0.45454545454545453,172.52727272727273,3,4.666666666666667,80,Critical
C1229,Farhan Verma Technologies,72.52,7.454545454545454,4.454545454545454,248.7,2,1.5,20,Low
C1230,Ishaan Patel Industries,1009.04,5.117647058823529,2.588235294117647,170.71176470588236,3,6.666666666666667,60,High
C1231,Aditya Patel Group,246.76,15.384615384615385,8.0,250.23076923076923,2,5.5,0,Minimal
C1232,Rohan Bose Systems,738.52,12.0,7.0,360.0333333333333,2,7.0,0,Minimal
C1233,Deepak Patel Labs,578.84,13.4,6.6,267.24,6,7.333333333333333,20,Low
C1234,Farhan Singh Industries,68.6,21.85,12.7,258.7,4,6.0,20,Low
C1235,Vivaan Bose Technologies,68.6,3.2857142857142856,1.2857142857142858,237.08571428571426,4,5.5,60,High
C1236,Saanvi Rao Industries,72.52,6.6,4.2,130.7,8,5.5,40,Medium
C1237,Arun Rao Systems,358.2,24.5,11.5,234.65,3,7.333333333333333,0,Minimal
C1238,Tara Gupta Technologies,88.2,6.9,3.7,177.035,2,4.0,40,Medium
C1239,Pooja Nair Solutions,1738.84,9.75,4.0,188.325,5,6.4,40,Medium
C1241,Rohan Iyer Group,2098.6,11.823529411764707,6.9411764705882355,169.23529411764707,1,6.0,20,Low
C1242,Deepak Bose Group,2648.88,3.5,1.5,292.4,3,5.333333333333333,40,Medium
C1243,Aditya Patel Solutions,64.68,19.0,11.23076923076923,288.2307692307692,2,5.0,0,Minimal
C1244,Myra Sharma Industries,72.52,5.0,3.0,191.4,2,5.0,40,Medium
C1245,Aadhya Sharma Labs,84.28,8.0,6.0,135.0,7,5.142857142857143,40,Medium
C1246,Aditya Sharma Group,618.76,19.272727272727273,13.636363636363637,240.9909090909091,2,7.5,0,Minimal
C1247,Karthik Sharma Technologies,738.52,10.4,6.4,321.36,5,4.6,40,Medium
C1248,Farhan Bose Solutions,738.52,13.11111111111111,8.666666666666666,228.13333333333333,2,5.5,0,Minimal
C1249,Ananya Singh Solutions,698.6,13.666666666666666,7.0476190476190474,251.14285714285714,4,5.5,20,Low
C1250,Sai Rao Industries,1978.68,12.416666666666666,6.166666666666667,253.6833333333333,5,5.6,20,Low
C1251,Diya Khan Group,818.36,7.863636363636363,4.636363636363637,248.87727272727273,3,5.0,0,Minimal
C1252,Meera Sharma Industries,2098.6,6.944444444444445,3.2222222222222223,142.83888888888887,3,4.0,40,Medium
C1253,Karthik Rao Solutions,156.8,6.0,3.0,150.81428571428572,8,6.25,40,Medium
C1254,Rohan Nair Technologies,310.44,7.809523809523809,4.238095238095238,228.65714285714287,4,5.0,20,Low
C1255,Riya Joshi Labs,310.44,1.0,0.0,178.96666666666667,1,8.0,60,High
C1256,Sai Gupta Technologies,1978.68,10.2,5.3,267.56,4,4.75,40,Medium
C1257,Vihaan Patel Solutions,1858.76,7.5,3.0,129.775,5,5.2,40,Medium
C1258,Myra Verma Technologies,658.68,2.4,0.6,148.74,1,7.0,60,High
C1259,Priya Reddy Systems,778.44,21.666666666666668,15.333333333333334,281.93333333333334,1,6.0,0,Minimal
C1260,Meera Iyer Technologies,818.36,10.052631578947368,5.315789473684211,265.69473684210527,4,6.25,20,Low
C1261,Reyansh Menon Labs,1978.68,14.25,7.75,86.3,3,5.0,20,Low
C1262,Arun Joshi Group,342.28,16.11111111111111,9.555555555555555,241.5111111111111,3,6.0,0,Minimal
C1264,Aarav Nair Solutions,698.6,20.0,9.666666666666666,249.16666666666666,5,6.4,20,Low
C1265,Aditya Reddy Solutions,294.52,4.2,2.2666666666666666,247.05333333333334,4,3.25,80,Critical
C1266,Arun Nair Systems,342.28,17.5,9.777777777777779,260.7388888888889,3,7.0,0,Minimal
C1267,Nikita Rao Industries,2098.6,6.5,3.6666666666666665,98.16666666666667,5,5.6,40,Medium
C1268,Deepak Patel Industries,80.36,14.588235294117647,8.529411764705882,294.8294117647059,1,9.0,0,Minimal
C1269,Aadhya Patel Solutions,294.52,7.0,3.6666666666666665,192.57500000000002,4,4.0,60,High
C1270,Farhan Menon Group,294.52,16.285714285714285,9.857142857142858,253.08571428571426,3,4.333333333333333,20,Low
C1271,Myra Gupta Industries,294.52,18.0,14.0,424.2,1,6.0,0,Minimal
C1272,Pooja Joshi Industries,2218.52,4.222222222222222,1.6666666666666667,280.3888888888889,5,4.8,60,High
C1273,Ananya Menon Systems,818.36,7.954545454545454,3.772727272727273,255.85,2,4.5,20,Low
C1274,Aadhya Khan Systems,342.28,10.333333333333334,3.0,212.80000000000004,2,2.0,20,Low
C1275,Nikita Verma Technologies,1499.0,10.692307692307692,7.0,190.41538461538462,2,7.0,20,Low
C1276,Myra Reddy Industries,246.76,11.0,6.2,196.12,4,7.0,20,Low
C1277,Kiara Gupta Industries,294.52,4.684210526315789,2.1578947368421053,176.0578947368421,3,5.666666666666667,60,High
C1278,Meera Sharma Industries,72.52,2.727272727272727,1.4545454545454546,173.9090909090909,6,8.0,80,Critical
C1279,Divya Verma Solutions,80.36,4.142857142857143,1.7142857142857142,167.5142857142857,3,5.333333333333333,60,High
C1280,Aman Patel Systems,278.6,17.77777777777778,9.333333333333334,222.34444444444443,7,5.0,20,Low
C1281,Farhan Das Group,2098.6,2.125,0.5,173.075,2,3.0,80,Critical
C1282,Nikita Menon Solutions,1978.68,11.0,7.0,297.4,5,5.0,20,Low
C1283,Kiara Nair Industries,84.28,5.190476190476191,2.2857142857142856,246.93333333333334,1,3.0,60,High
C1284,Zoya Das Group,1978.68,23.0,16.0,301.8,3,4.333333333333333,20,Low
C1285,Isha Verma Solutions,778.44,2.2,0.65,263.385,2,5.5,40,Medium
C1286,Krishna Khan Solutions,326.36,7.2,4.266666666666667,298.0933333333333,1,7.0,0,Minimal
C1287,Farhan Nair Industries,230.84,2.3333333333333335,0.6,145.67999999999998,4,4.25,100,Critical
C1288,Kiara Das Labs,1618.92,16.25,9.25,310.475,1,9.0,0,Minimal
C1289,Karthik Patel Systems,262.68,4.304347826086956,2.3043478260869565,255.58260869565217,2,5.0,40,Medium
C1290,Riya Singh Systems,2578.28,21.45,13.15,265.625,4,7.25,20,Low
C1291,Diya Rao Systems,60.76,19.0,16.0,279.85,4,7.75,20,Low
